home,away,home shots,away shots,home goals,away goals
DET,CBJ,33,34,5,2
STL,CAR,43,29,3,2
ANA,DAL,36,19,1,3
CGY,NSH,33,14,0,2
VAN,MIN,32,23,3,2
BOS,SJS,39,30,2,4
MTL,TOR,28,27,4,5
OTT,CBJ,27,21,4,3
PHI,STL,36,25,2,4
PIT,NJD,29,24,4,1
WSH,DET,25,33,7,1
WPG,CAR,24,24,5,3
TBL,BUF,26,21,3,0
FLA,NYI,33,28,4,2
CHI,COL,38,24,4,5
EDM,NYR,27,19,2,0
LAK,DAL,24,28,1,0
ANA,PHX,33,35,4,5
PHI,TOR,30,26,4,2
MTL,FLA,41,31,1,2
WPG,NYR,28,17,1,2
BUF,TBL,39,23,3,4
NYI,PIT,33,29,0,3
CAR,OTT,34,28,2,3
CBJ,DET,32,31,4,1
NSH,SJS,20,36,1,3
CHI,ANA,35,31,3,2
EDM,VAN,22,37,3,2
PHX,DAL,35,36,2,3
LAK,NJD,31,23,0,3
MTL,PHI,28,22,5,1
CGY,COL,34,36,4,2
VAN,STL,32,31,0,3
BOS,MTL,30,35,1,2
BUF,CBJ,26,43,4,2
NYR,TOR,30,36,2,4
PHI,WPG,48,25,8,9
PIT,NYI,32,19,3,2
OTT,FLA,38,25,4,3
NSH,TBL,27,32,5,3
MIN,ANA,25,16,2,3
DAL,LAK,33,29,3,5
EDM,WSH,19,35,2,1
PHX,NJD,42,34,5,3
CAR,CHI,33,30,3,0
DET,SJS,32,30,2,4
COL,EDM,41,19,1,3
CGY,STL,18,29,3,1
NYR,OTT,28,40,4,5
BUF,FLA,26,36,2,3
TOR,PIT,29,37,4,3
MTL,BOS,27,28,4,2
NYI,SJS,37,30,2,3
PHI,CAR,34,25,5,1
TBL,WPG,27,28,1,0
NSH,ANA,29,20,3,0
MIN,DET,20,36,1,0
DAL,NJD,23,32,3,1
CHI,CBJ,38,29,5,2
PHX,LAK,33,39,3,2
VAN,WSH,43,32,7,4
CBJ,ANA,21,20,3,1
OTT,TOR,30,25,3,2
COL,LAK,16,32,3,2
EDM,STL,30,30,4,2
NYR,SJS,31,26,5,2
FLA,WPG,42,31,3,4
CHI,NSH,35,28,5,4
BOS,OTT,41,26,5,3
WSH,ANA,40,15,5,4
CAR,TBL,31,30,4,2
DET,MIN,37,27,1,2
CGY,VAN,29,21,1,5
BUF,PHI,31,26,2,3
NJD,TOR,22,23,3,5
COL,PHX,40,28,1,4
NYI,WPG,34,26,0,3
NYR,ANA,25,28,2,1
PHI,NJD,23,39,3,4
CBJ,TOR,39,18,1,4
FLA,CHI,43,33,2,3
DET,CGY,29,22,1,4
MIN,VAN,45,25,5,1
PHX,NSH,35,31,0,3
LAK,EDM,19,27,0,3
SJS,PIT,37,36,4,3
CAR,WSH,25,32,1,5
BUF,CGY,44,30,2,1
OTT,MTL,34,26,1,2
TBL,CHI,32,32,5,4
STL,VAN,28,30,3,2
DAL,COL,29,40,7,6
TOR,BOS,25,20,0,7
OTT,BUF,27,33,2,3
NJD,WPG,28,23,3,2
NYI,WSH,35,28,5,3
NYR,MTL,29,28,5,3
PHI,CBJ,33,35,9,2
DET,ANA,50,22,5,0
MIN,STL,26,31,2,1
PHX,EDM,30,26,4,2
LAK,PIT,26,33,2,3
SJS,NSH,38,35,3,4
CAR,DAL,32,27,2,5
FLA,TBL,41,37,3,4
NYR,WPG,27,23,3,0
CHI,VAN,40,38,2,6
COL,CGY,33,23,1,2
BOS,NYI,37,26,6,2
SJS,LAK,38,31,4,2
BUF,WPG,45,31,6,5
TOR,FLA,39,28,1,5
NJD,CAR,36,27,3,2
WSH,DAL,32,36,2,5
MTL,EDM,29,14,1,3
DET,COL,30,26,5,2
STL,CHI,23,29,3,0
CGY,MIN,41,26,0,3
LAK,NSH,30,30,4,3
OTT,NYR,31,19,2,3
TBL,PHI,24,15,2,1
ANA,NSH,33,32,2,4
BOS,EDM,28,30,6,3
CBJ,CHI,30,36,3,6
STL,TOR,40,22,2,3
WPG,FLA,27,20,2,5
COL,NYI,51,33,4,3
PHX,MTL,34,36,2,3
LAK,VAN,30,32,2,3
SJS,MIN,36,22,3,1
NJD,WSH,33,20,1,3
NYR,CAR,40,35,5,1
PIT,DAL,32,20,3,1
BUF,OTT,21,37,5,1
DET,EDM,30,24,3,0
CHI,CGY,31,25,4,1
ANA,VAN,21,41,4,3
BOS,BUF,35,23,6,2
TOR,OTT,33,24,2,5
WSH,NJD,17,19,2,3
CAR,PIT,26,40,5,3
DET,DAL,40,27,5,2
CBJ,WPG,27,36,2,1
NSH,MTL,26,25,1,2
STL,TBL,24,19,3,0
COL,CGY,39,20,3,4
LAK,MIN,36,26,5,2
SJS,PHX,31,23,0,3
FLA,PHI,33,35,2,3
CHI,EDM,35,23,6,3
ANA,MIN,34,26,2,3
VAN,NYI,36,24,4,1
CAR,PHI,20,28,3,5
MTL,BUF,27,32,2,3
WPG,TBL,39,32,5,2
BOS,NJD,37,30,4,3
TOR,PHX,37,35,2,3
NYI,NYR,33,30,2,4
PIT,COL,33,27,6,3
CBJ,MIN,45,24,2,4
STL,DET,37,22,2,1
NSH,WSH,31,40,3,1
DAL,FLA,25,30,0,6
CGY,OTT,39,32,1,3
MTL,CAR,36,25,4,0
BUF,NJD,32,21,3,5
VAN,CHI,29,27,1,5
LAK,ANA,37,24,2,1
BOS,CBJ,27,31,2,1
NYI,MTL,33,29,4,3
PHI,PHX,42,31,2,1
TBL,PIT,18,34,4,1
STL,FLA,31,21,4,1
NSH,TOR,22,39,4,1
MIN,COL,18,27,1,0
WPG,WSH,31,32,4,1
EDM,OTT,24,16,2,5
ANA,LAK,38,36,3,5
SJS,DET,28,42,5,2
CAR,BUF,34,20,0,1
COL,DAL,45,24,3,0
CGY,CHI,26,32,5,2
WPG,PHI,40,31,6,4
LAK,DET,24,38,1,4
BUF,PHX,45,29,2,4
TOR,WSH,29,41,7,1
MTL,NYR,31,17,4,0
NYI,BOS,23,30,0,6
TBL,NJD,23,24,2,4
FLA,PIT,31,41,3,2
NSH,CBJ,30,29,3,4
MIN,STL,32,27,3,2
DAL,SJS,31,38,1,4
EDM,CHI,34,36,9,2
CAR,TOR,41,25,3,2
COL,SJS,37,18,1,4
ANA,DET,34,30,2,4
VAN,OTT,27,29,2,1
PHI,CAR,32,31,2,4
PIT,NYI,36,29,5,0
WSH,PHX,31,23,4,3
CBJ,CGY,30,28,4,1
MTL,BOS,33,18,0,1
FLA,NJD,36,25,4,3
DAL,EDM,35,18,4,1
TBL,TOR,28,26,1,7
STL,LAK,25,28,2,3
NSH,EDM,32,32,2,6
BUF,BOS,34,39,3,4
NJD,CBJ,24,36,2,1
NYI,PHI,32,33,3,4
PIT,STL,33,43,2,3
WSH,WPG,37,25,4,3
CAR,MTL,33,34,3,4
DET,CGY,30,22,5,3
FLA,NYR,38,20,2,1
MIN,NSH,30,25,3,2
DAL,LAK,38,24,3,2
COL,VAN,24,29,0,3
PHX,ANA,29,21,4,2
SJS,CHI,21,34,1,0
BOS,DET,43,31,2,3
NYI,NJD,23,23,0,1
PHI,MTL,36,24,3,1
MIN,EDM,32,29,2,5
WSH,NYR,21,33,3,6
ANA,CHI,28,42,5,6
PIT,OTT,40,27,6,3
CAR,WPG,21,30,1,3
CBJ,BUF,34,29,5,1
FLA,TBL,24,31,1,2
STL,CGY,24,24,2,0
DAL,TOR,29,23,3,4
PHX,VAN,22,37,0,5
NJD,NYI,26,26,2,3
NYR,PHI,32,29,2,0
COL,EDM,29,33,5,2
BOS,WPG,36,42,4,2
BUF,WSH,28,27,5,1
MTL,PIT,27,42,3,4
TBL,FLA,34,25,5,1
DET,NSH,37,19,4,1
PHX,DAL,39,26,3,0
SJS,VAN,45,27,2,3
LAK,CHI,27,27,1,2
OTT,CAR,25,37,4,3
CBJ,STL,24,29,1,2
MIN,CGY,21,35,2,5
ANA,TOR,28,28,2,5
MIN,TBL,24,33,3,1
COL,DAL,36,35,1,3
EDM,NSH,18,31,1,2
LAK,SJS,33,33,2,0
BUF,NYI,31,30,1,2
NYR,PIT,30,27,4,3
WSH,STL,19,30,1,2
CAR,FLA,27,21,1,3
WPG,OTT,43,34,4,6
CHI,PHX,25,24,1,4
CGY,NSH,29,26,1,0
VAN,CBJ,34,48,4,1
TOR,BOS,37,40,3,6
DET,TBL,35,23,4,2
COL,NJD,25,19,6,1
EDM,MIN,30,29,2,3
ANA,MTL,27,20,4,1
WSH,PIT,17,35,1,2
CAR,NYR,31,27,3,5
WPG,PHX,31,33,1,0
DAL,OTT,32,35,3,2
CGY,CBJ,35,33,3,4
VAN,NSH,37,20,5,6
LAK,FLA,26,42,2,1
SJS,MTL,41,32,4,3
BUF,DET,28,36,1,4
MIN,NJD,16,31,4,2
CHI,NYI,36,41,5,4
COL,STL,35,37,3,2
EDM,CBJ,34,39,6,3
ANA,PHI,22,47,3,4
LAK,MTL,27,27,1,2
BOS,TOR,30,22,4,1
WSH,OTT,35,34,3,2
CAR,PIT,32,40,2,3
WPG,NJD,20,25,4,2
TBL,NYR,26,36,2,4
STL,CHI,25,36,2,5
NSH,BUF,34,14,2,3
PHX,PHI,38,30,2,4
DAL,NYI,34,27,4,5
EDM,CGY,29,32,3,5
SJS,FLA,26,35,3,5
COL,DET,35,29,4,2
ANA,MIN,27,36,3,5
VAN,CGY,36,22,5,1
NYR,TOR,32,30,2,4
PIT,BOS,46,27,1,3
OTT,TBL,31,33,4,2
FLA,WSH,30,32,5,4
CHI,PHX,35,27,3,4
TOR,NJD,31,26,2,3
NYI,TBL,34,24,5,1
MTL,CBJ,20,28,2,3
STL,DET,26,29,3,2
NSH,PHX,32,35,2,3
WPG,BOS,35,40,2,1
CGY,CAR,35,34,7,6
VAN,COL,23,33,6,0
ANA,LAK,27,39,3,2
SJS,MIN,42,21,1,2
OTT,WSH,34,44,3,5
BUF,PHI,24,34,4,5
EDM,CAR,25,33,3,5
BOS,FLA,40,30,0,2
NJD,OTT,31,29,5,4
NYI,CHI,33,28,2,3
NYR,TBL,30,31,2,3
PHI,PIT,29,27,3,2
CBJ,NSH,24,22,3,4
MTL,VAN,23,31,3,4
DET,PHX,32,32,5,2
STL,ANA,24,23,4,2
CGY,COL,35,18,3,2
LAK,MIN,44,24,2,4
SJS,DAL,36,20,5,2
WSH,TOR,25,28,4,2
BUF,FLA,20,23,2,1
WPG,CAR,37,25,4,2
EDM,COL,35,29,4,1
NJD,MTL,29,24,1,2
BUF,NYR,33,33,1,4
OTT,VAN,25,28,1,4
NYI,PIT,27,31,3,6
PHI,TBL,32,19,5,2
DET,WPG,29,30,7,1
CBJ,BOS,36,29,3,5
STL,SJS,19,24,1,0
NSH,ANA,28,17,3,2
PHX,MIN,36,20,1,4
CGY,EDM,34,21,3,0
LAK,DAL,27,28,1,2
NYR,FLA,33,21,6,1
CHI,SJS,34,37,3,2
TBL,NJD,36,22,4,5
BOS,LAK,22,41,3,0
BUF,OTT,29,44,2,3
TOR,CAR,38,19,2,1
NYR,DAL,34,28,0,1
PIT,DET,26,25,1,4
WSH,PHI,32,33,1,5
CBJ,VAN,30,32,2,1
MTL,NYI,29,32,5,3
FLA,NJD,26,34,2,3
NSH,CGY,45,36,2,1
WPG,MIN,27,35,2,1
COL,SJS,33,30,4,3
OTT,BOS,49,29,2,5
MIN,CHI,30,31,3,4
ANA,PHX,28,20,4,1
NYI,DAL,27,29,2,3
CAR,VAN,41,36,4,3
CBJ,LAK,25,41,1,2
MTL,PHI,31,25,3,4
TBL,CGY,34,27,5,4
STL,NYR,36,26,4,1
NSH,DET,21,40,4,3
WPG,WSH,26,28,0,1
PHX,EDM,42,20,4,2
SJS,COL,34,27,5,4
NJD,DAL,31,36,6,3
BUF,TOR,29,33,5,4
OTT,PIT,24,36,6,4
FLA,CGY,41,26,3,2
CHI,ANA,24,25,4,1
PHI,BOS,31,37,0,6
TOR,VAN,29,36,3,5
MTL,NJD,26,35,3,5
PIT,BUF,26,19,8,3
WPG,ANA,31,36,5,3
DET,LAK,27,29,8,2
CBJ,TBL,28,28,2,3
NSH,STL,20,40,2,1
MIN,NYI,21,36,1,2
PHX,NYR,23,30,2,3
COL,WSH,28,26,2,1
SJS,EDM,37,25,3,2
FLA,CAR,25,26,3,2
CHI,CGY,25,24,4,2
STL,CBJ,34,32,6,4
BOS,MTL,31,35,3,2
TOR,LAK,33,42,2,3
DAL,ANA,33,28,5,3
COL,PHI,27,33,3,2
EDM,DET,23,28,2,3
VAN,MIN,33,33,4,0
NJD,NYR,31,21,1,4
PIT,CHI,28,38,3,2
WSH,NSH,23,21,4,1
OTT,BUF,39,23,4,1
FLA,PHX,28,22,1,2
WPG,NYI,38,33,2,3
CGY,MIN,30,30,2,1
CAR,PHX,37,19,3,4
CHI,MTL,28,21,5,1
DAL,PHI,31,30,1,4
COL,STL,22,39,3,2
VAN,DET,25,40,4,2
SJS,TBL,43,24,7,2
TOR,BUF,31,42,3,2
NYR,NYI,25,26,4,2
OTT,FLA,26,35,4,3
NSH,CBJ,38,31,6,5
WPG,MTL,34,27,4,0
CGY,DET,27,31,3,2
EDM,MIN,31,31,4,1
LAK,ANA,34,22,3,2
BOS,FLA,35,30,8,0
NJD,WSH,28,25,4,3
NYI,TOR,33,27,3,5
NYR,PHI,24,30,4,2
CAR,OTT,38,23,2,1
WPG,PIT,19,39,1,4
DAL,NSH,29,37,6,3
COL,TBL,29,30,2,1
PHX,STL,26,18,2,3
VAN,CGY,30,31,1,3
SJS,LAK,35,29,2,1
MIN,COL,22,32,2,4
BUF,WSH,23,22,4,2
NYR,NYI,31,28,3,0
CAR,NJD,33,25,4,2
STL,DAL,38,23,5,3
NSH,DET,32,22,1,4
CHI,CBJ,22,38,4,1
VAN,EDM,26,21,5,3
LAK,PHX,35,29,4,3
SJS,ANA,38,23,2,3
PIT,CAR,52,18,4,2
CBJ,CGY,28,26,1,2
OTT,MTL,35,28,2,6
TBL,PHI,16,32,5,1
FLA,TOR,26,32,5,3
DET,STL,32,31,3,2
COL,WPG,33,26,1,4
NJD,BUF,23,23,3,1
WSH,NYR,23,32,4,1
NSH,MIN,25,35,2,1
CHI,LAK,38,38,0,2
PHX,BOS,22,29,1,2
SJS,VAN,35,30,2,3
NYI,CGY,34,30,3,1
PIT,PHI,26,23,2,4
CAR,TOR,34,24,4,3
TBL,MTL,22,34,4,3
MIN,EDM,27,30,4,3
WPG,LAK,27,31,1,0
DAL,CBJ,37,29,1,4
COL,PHX,35,27,3,2
ANA,VAN,32,31,2,5
WSH,BUF,21,26,3,1
OTT,CGY,49,32,4,3
FLA,NYR,28,25,1,4
STL,NSH,36,34,1,2
CHI,DET,28,28,3,2
NJD,PIT,21,30,3,1
NYI,EDM,29,29,4,1
TBL,CAR,32,26,5,2
FLA,MTL,35,28,3,2
MIN,PHX,30,30,2,4
BUF,OTT,28,46,2,3
WPG,TOR,35,24,3,2
DET,STL,31,31,3,0
CBJ,WSH,37,26,2,4
DAL,BOS,27,20,4,2
ANA,COL,20,26,2,4
LAK,VAN,33,28,4,1
NSH,CGY,27,20,5,3
PHI,NYR,36,33,2,3
OTT,NJD,32,29,3,2
CHI,EDM,42,30,3,4
VAN,SJS,29,35,2,3
LAK,COL,32,21,1,2
BUF,EDM,33,26,4,3
TOR,TBL,42,24,7,3
WSH,CGY,21,19,3,1
CAR,NYI,40,36,3,4
STL,PHX,31,35,4,1
DAL,DET,29,31,4,5
MTL,WPG,31,27,7,3
NJD,BOS,31,27,1,6
VAN,MIN,35,28,3,0
ANA,SJS,27,36,1,3
BOS,CGY,42,25,9,0
TOR,WPG,25,24,4,0
NYR,FLA,41,21,3,2
PHI,CHI,46,34,5,4
OTT,TBL,24,36,4,1
STL,EDM,37,32,4,3
NSH,DAL,25,30,1,4
LAK,PHX,28,22,1,0
SJS,CBJ,39,24,2,1
NJD,FLA,29,24,5,2
PIT,NYR,38,21,1,3
CAR,BUF,35,33,4,2
CHI,COL,27,22,0,4
ANA,NYI,20,21,4,2
BOS,VAN,39,36,3,4
PHI,OTT,39,37,3,2
DAL,EDM,34,26,4,1
LAK,CBJ,31,18,0,1
BUF,WPG,32,41,1,2
TOR,DET,18,40,4,3
MTL,TBL,28,24,3,1
PIT,NJD,42,27,1,3
STL,COL,39,15,4,0
NSH,CAR,36,29,5,2
PHX,NYI,25,32,5,1
CGY,MIN,36,28,3,1
SJS,WSH,39,30,5,2
OTT,PHI,38,37,6,4
CHI,DET,31,27,2,3
ANA,CBJ,27,18,7,4
FLA,VAN,22,26,2,1
LAK,WSH,35,22,5,2
BOS,WPG,42,32,5,3
TOR,BUF,28,32,2,0
NYI,DET,30,24,5,1
NYR,PHX,32,19,2,1
PIT,OTT,30,23,1,5
CAR,PHI,36,37,1,2
MTL,STL,19,25,0,3
TBL,VAN,31,28,4,5
MIN,SJS,31,38,5,4
CHI,CBJ,25,34,5,2
COL,NSH,33,26,1,4
CGY,NJD,14,38,6,3
ANA,DAL,26,28,5,2
WSH,PIT,21,30,1,0
EDM,NJD,23,25,1,2
BOS,MTL,30,34,2,1
NYI,PHI,35,22,2,3
NYR,OTT,34,24,0,3
TBL,CAR,36,32,2,5
DET,PHX,42,27,3,2
STL,VAN,33,21,2,3
NSH,COL,35,29,3,2
WPG,SJS,24,37,0,2
CHI,MIN,30,23,5,2
CGY,ANA,19,23,1,0
LAK,DAL,41,38,4,5
WSH,TBL,20,31,4,3
CBJ,PHX,32,35,4,3
BUF,TOR,25,26,3,2
FLA,PIT,26,41,1,4
EDM,ANA,33,28,0,5
DET,CHI,43,27,3,2
DAL,COL,22,23,1,2
TOR,NYR,20,30,0,3
MTL,OTT,35,25,2,3
NYI,BUF,40,25,4,2
CAR,BOS,21,35,4,2
WPG,NJD,23,25,1,2
CBJ,SJS,26,33,1,2
STL,MIN,49,31,3,2
NSH,PHI,25,38,4,2
CGY,LAK,30,24,1,4
TBL,PIT,20,44,3,6
WSH,CAR,24,44,2,1
MTL,NYR,29,29,4,1
CHI,SJS,40,24,4,3
EDM,LAK,33,21,2,1
VAN,ANA,23,34,2,4
NYI,NSH,37,32,1,3
PHX,COL,33,39,6,1
OTT,WPG,25,35,0,2
FLA,BOS,40,35,2,3
DET,BUF,26,27,5,0
STL,DAL,32,22,1,0
TOR,OTT,39,21,2,3
NJD,WPG,20,21,5,1
NYR,NSH,29,27,3,0
PHI,MIN,34,26,5,1
PIT,CAR,41,26,2,1
WSH,NYI,17,28,0,3
CBJ,EDM,25,23,4,2
TBL,BOS,31,29,5,3
DAL,DET,27,32,2,3
VAN,LAK,33,41,2,3
SJS,CGY,31,28,2,1
MTL,WSH,31,16,0,3
CHI,BUF,35,27,6,2
COL,FLA,44,29,4,3
ANA,PHX,21,27,6,2
TOR,MIN,33,21,4,1
NJD,BOS,31,25,1,4
NYR,PIT,31,36,1,4
PHI,NYI,41,27,1,4
CBJ,NSH,38,25,0,3
STL,EDM,38,15,1,0
WPG,BUF,33,26,4,1
PHX,DET,33,35,2,3
LAK,CGY,32,25,1,2
SJS,OTT,37,21,1,4
PIT,MTL,38,29,5,4
CAR,WSH,33,23,3,0
CHI,FLA,22,19,3,1
DAL,TBL,28,22,1,2
BOS,NYR,34,33,2,3
NJD,PHI,31,20,1,4
VAN,SJS,30,26,4,3
TOR,MTL,33,23,1,3
NYI,CAR,40,33,2,1
DET,CBJ,31,19,3,2
ANA,OTT,29,32,2,1
WPG,FLA,44,23,3,4
STL,BUF,27,21,4,2
NSH,CHI,23,22,5,2
PHX,TBL,36,21,3,4
MIN,DAL,26,25,5,2
EDM,CGY,23,23,2,6
LAK,COL,26,31,1,3
PHI,BOS,38,37,5,6
PIT,WSH,27,20,4,3
ANA,COL,18,45,3,2
TOR,NYI,35,25,3,0
CAR,WPG,16,30,2,1
DET,STL,28,22,3,1
NSH,CBJ,29,26,4,1
EDM,SJS,18,45,2,1
LAK,OTT,34,28,4,1
NJD,BUF,28,14,1,2
NYI,TOR,32,21,3,4
NYR,WPG,31,22,3,0
WSH,BOS,23,32,5,3
TBL,CBJ,31,24,4,2
FLA,PHI,25,37,2,3
STL,PIT,34,39,2,3
CHI,NSH,25,26,1,3
DAL,ANA,16,27,1,0
COL,MIN,26,34,2,3
CGY,SJS,25,27,0,1
PHX,OTT,26,34,3,2
VAN,EDM,35,32,3,2
MTL,DET,25,28,7,2
BOS,OTT,30,33,4,3
NJD,NYR,29,26,4,3
PHI,WPG,28,24,1,2
PIT,TOR,35,39,5,4
CAR,NYI,23,26,2,5
MTL,BUF,28,40,1,3
TBL,WSH,31,30,4,3
MIN,NSH,25,30,4,5
CGY,DET,29,25,1,3
PHX,ANA,26,30,1,4
EDM,COL,23,33,3,2
VAN,CHI,33,39,3,2
SJS,CBJ,43,30,6,0
BUF,NYR,34,29,0,1
TOR,PIT,24,25,1,0
FLA,WSH,38,28,4,2
ANA,DAL,35,26,2,6
LAK,CBJ,33,22,3,2
BOS,CAR,47,31,0,3
NJD,MTL,22,30,5,3
PHI,NSH,28,27,4,1
TBL,WPG,31,24,1,2
COL,MIN,37,21,0,1
EDM,CHI,41,47,8,4
VAN,DET,25,43,3,4
SJS,DAL,37,21,5,2
OTT,NYI,24,32,1,2
FLA,WPG,30,21,2,1
STL,LAK,33,22,1,0
CGY,CHI,32,27,3,1
ANA,CBJ,35,21,2,3
BOS,PIT,29,28,1,2
PHI,NJD,41,31,4,6
MTL,WSH,30,23,0,3
COL,VAN,46,29,2,3
OTT,TOR,49,40,0,5
NYI,BUF,38,37,3,4
CAR,LAK,22,25,2,1
TBL,FLA,34,20,6,3
NSH,STL,37,43,3,1
DAL,MIN,26,34,2,1
PHX,SJS,24,35,5,3
EDM,DET,32,39,5,4
WSH,BOS,36,30,1,4
NJD,PIT,25,30,5,2
NYR,PHI,38,23,5,2
MTL,WPG,23,23,3,0
TOR,EDM,31,30,6,3
PHX,DET,23,31,3,1
ANA,CGY,33,26,3,2
NYR,NJD,30,22,0,1
PHI,NYI,45,18,0,1
WSH,FLA,24,42,4,0
CBJ,MIN,37,29,3,1
MTL,PIT,30,34,3,2
OTT,STL,29,18,1,3
TBL,LAK,25,20,1,3
NSH,VAN,40,31,3,4
WPG,TOR,29,18,2,1
DAL,PHX,29,24,1,4
COL,CHI,29,31,5,2
BUF,BOS,29,36,6,0
DET,EDM,30,17,4,2
ANA,CAR,34,33,3,2
SJS,CGY,37,36,3,4
NJD,STL,27,26,3,4
NYI,MTL,33,32,2,4
NYR,TBL,31,17,4,3
PHI,TOR,39,27,4,3
WSH,WPG,34,27,2,3
CBJ,DAL,28,35,2,4
OTT,NSH,29,27,4,3
FLA,LAK,23,23,3,1
MIN,VAN,24,20,2,5
PHX,CGY,35,24,2,1
PIT,WPG,39,25,8,5
BUF,DAL,32,26,3,2
DET,ANA,24,30,2,1
COL,CAR,33,42,4,3
SJS,CHI,27,33,5,3
BOS,NSH,41,22,4,3
NJD,FLA,28,20,1,3
NYI,LAK,25,35,2,1
PHI,NYR,33,26,2,5
OTT,EDM,42,40,3,4
BUF,TBL,27,28,1,2
TOR,MTL,32,18,0,5
STL,COL,44,19,3,2
MIN,CBJ,35,19,1,3
PHX,CHI,27,38,3,0
CGY,VAN,18,31,3,2
NYI,FLA,27,19,1,4
NYR,WSH,28,26,3,2
DET,PHI,25,29,4,3
CBJ,ANA,27,35,3,5
DAL,LAK,28,16,2,4
PIT,TBL,41,23,4,2
STL,SJS,28,25,3,0
WSH,SJS,42,35,3,5
MTL,CAR,33,35,3,5
PHX,VAN,35,40,2,1
BOS,NYR,42,20,0,3
BUF,NJD,30,31,1,4
CBJ,STL,33,32,2,1
TBL,OTT,28,27,0,4
DET,DAL,37,21,3,1
NSH,CHI,19,32,3,2
MIN,ANA,18,25,1,2
WPG,NYI,38,25,1,3
CGY,TOR,34,42,5,1
PIT,ANA,26,29,1,2
MTL,BOS,29,34,3,4
FLA,OTT,44,31,2,6
EDM,TOR,32,26,3,4
VAN,COL,31,30,3,1
NYR,CHI,24,22,2,4
PHI,BUF,35,29,7,2
TBL,SJS,25,50,6,5
STL,NYI,26,27,5,1
MIN,WPG,25,27,3,4
DAL,CGY,32,27,3,2
LAK,PHX,28,21,0,1
NJD,ANA,27,38,3,2
CAR,SJS,25,37,3,2
BUF,MTL,30,19,3,4
FLA,WSH,23,41,1,2
DET,NSH,31,21,2,1
WPG,BOS,25,33,4,2
EDM,COL,27,23,1,3
PHI,PIT,31,30,4,6
CBJ,CHI,34,28,1,6
STL,MIN,34,13,4,0
NYI,CAR,31,36,4,3
TBL,WSH,23,24,2,1
VAN,TOR,36,26,6,2
PHX,DAL,33,31,2,1
LAK,CGY,28,18,0,1
BUF,PIT,24,26,6,2
DET,SJS,28,33,3,2
CHI,STL,27,30,3,1
MIN,BOS,29,48,2,0
MTL,NJD,22,25,1,3
FLA,ANA,31,27,0,2
NYR,CBJ,35,23,3,2
