home,away,home shots,away shots,home goals,away goals
TBL,BOS,22,34,1,3
FLA,WSH,27,27,1,2
CBJ,WPG,21,27,2,3
STL,MIN,26,31,3,2
EDM,CGY,23,32,4,5
COL,SJS,26,32,3,4
CAR,TBL,35,31,3,4
MTL,WPG,26,19,5,1
NYI,BUF,30,22,1,2
ANA,NSH,28,42,4,2
TOR,DAL,26,44,4,1
CHI,LAK,26,35,4,2
VAN,PHI,34,28,4,1
BOS,DAL,39,19,3,5
NYI,NJD,34,24,2,1
NYR,WSH,22,34,5,2
MTL,OTT,37,27,1,2
DET,TBL,29,30,2,1
STL,LAK,24,34,0,3
COL,CGY,42,25,6,3
EDM,PHI,49,22,4,2
SJS,CBJ,43,24,2,5
TOR,WPG,26,34,2,4
CHI,STL,43,29,5,6
VAN,PIT,20,23,2,3
ANA,FLA,39,25,3,2
BUF,TBL,31,22,1,4
WSH,BOS,31,29,4,1
MTL,NYI,24,18,4,1
OTT,WPG,31,40,3,2
MIN,NSH,29,24,2,3
CGY,PHI,30,27,2,1
ARI,COL,28,28,4,2
LAK,CBJ,33,25,2,3
SJS,FLA,32,33,5,2
TOR,DET,33,24,1,2
NJD,CHI,26,29,4,2
CAR,DAL,31,29,1,4
COL,NYR,30,33,1,2
EDM,PIT,28,33,1,2
ANA,CBJ,34,36,4,2
BUF,VAN,22,37,3,2
LAK,FLA,35,19,4,1
MTL,BOS,33,31,4,2
WSH,TOR,31,25,3,2
CAR,OTT,46,21,3,2
WPG,PHI,28,23,0,3
NSH,STL,45,28,0,4
MIN,TBL,25,31,1,0
ARI,NYR,40,30,1,4
CGY,PIT,31,25,5,2
SJS,ANA,31,17,0,1
DET,DAL,22,26,1,4
NJD,VAN,28,31,4,3
NYI,BOS,37,27,1,2
CHI,EDM,28,36,4,2
ANA,ARI,36,28,3,4
NJD,STL,24,28,0,2
NYR,CAR,23,33,3,0
PHI,COL,25,40,0,4
CBJ,VAN,45,30,3,5
DET,WSH,27,38,1,0
TBL,BUF,31,27,1,4
FLA,CGY,31,28,4,3
NSH,OTT,38,26,7,5
MIN,WPG,28,28,5,3
DAL,TOR,38,30,2,3
LAK,ARI,35,25,2,3
SJS,NYI,36,25,2,4
PIT,MTL,34,38,4,3
ANA,EDM,37,27,3,4
BOS,COL,27,30,2,3
NYR,STL,22,34,6,3
PHI,WSH,20,32,2,5
CAR,MIN,39,21,2,3
OTT,VAN,25,35,3,2
TBL,CGY,29,31,3,1
FLA,BUF,38,19,2,3
NSH,TOR,22,23,1,2
CHI,NJD,29,22,2,3
DAL,WPG,34,38,6,3
ARI,EDM,21,28,4,1
LAK,NYI,22,32,2,1
PIT,CBJ,29,28,1,2
WSH,CGY,36,29,2,3
DET,SJS,28,14,2,3
ANA,NYI,25,29,1,4
OTT,NYR,23,34,1,2
BOS,DET,31,23,3,1
BUF,SJS,31,32,1,2
TOR,VAN,40,45,4,2
MTL,COL,40,24,1,6
TBL,FLA,28,23,4,5
NJD,PIT,37,21,4,0
CAR,PHI,21,19,2,3
CBJ,ARI,21,29,5,2
NSH,WPG,34,20,7,0
STL,CHI,31,27,2,4
DAL,MIN,36,24,3,2
LAK,EDM,28,25,4,3
NYR,TOR,30,26,4,3
CHI,CGY,41,26,4,1
NYI,ARI,32,33,5,2
CAR,ANA,25,20,1,4
MTL,VAN,36,26,4,3
OTT,DET,25,37,3,4
FLA,TBL,20,39,1,0
STL,WPG,28,18,3,2
BOS,SJS,29,28,4,5
BUF,DAL,25,29,1,3
PHI,LAK,38,40,2,3
PIT,MIN,29,29,4,3
CBJ,STL,38,20,3,1
TOR,COL,30,35,5,1
NSH,ANA,21,40,3,2
CGY,NJD,30,20,3,2
WPG,VAN,34,30,4,1
DET,WSH,26,27,1,2
EDM,CHI,37,27,3,4
BOS,MIN,38,26,4,2
PHI,SJS,34,21,0,1
PIT,COL,30,31,4,3
WSH,DAL,35,31,2,3
MTL,ARI,33,20,2,3
OTT,CBJ,29,25,3,0
TBL,NYR,28,21,2,1
FLA,ANA,25,41,1,3
STL,BUF,29,34,3,2
CAR,TOR,34,25,1,2
CBJ,NSH,18,39,4,0
DET,LAK,29,37,3,2
NYI,MTL,36,28,3,5
CGY,CHI,37,19,2,1
EDM,NJD,27,20,5,1
BOS,TOR,37,22,2,0
OTT,PHI,31,36,4,0
TBL,ANA,24,30,5,0
FLA,NYR,43,31,4,5
PIT,SJS,39,29,1,3
WSH,COL,32,27,7,3
WPG,ARI,23,29,3,2
STL,DET,33,32,3,4
DAL,BUF,32,22,3,0
MIN,NSH,27,23,4,0
VAN,CHI,20,29,6,3
CAR,LAK,29,29,4,3
CBJ,SJS,31,29,3,5
MTL,NYI,27,23,4,2
VAN,NJD,38,22,2,3
BUF,STL,25,26,1,2
NYR,NSH,19,31,3,0
PHI,CAR,36,33,3,2
WSH,EDM,30,33,1,0
TOR,BOS,42,29,3,4
FLA,LAK,34,32,1,3
WPG,COL,21,29,1,4
DAL,OTT,37,20,4,7
ANA,CGY,32,25,5,3
BUF,NSH,32,20,2,3
NJD,CBJ,28,25,1,2
NYI,PHI,36,18,3,1
NYR,MTL,34,25,1,5
PIT,STL,34,32,4,3
WSH,WPG,34,26,5,3
CAR,EDM,27,31,4,1
MIN,VAN,33,28,2,3
DET,BOS,34,22,2,3
TBL,LAK,30,38,2,1
ARI,ANA,34,31,4,2
COL,OTT,43,29,3,5
SJS,CHI,29,26,2,5
BOS,NYR,34,27,4,3
PHI,NSH,36,35,3,2
MIN,WPG,15,29,1,3
ANA,CHI,25,32,2,3
WSH,TBL,37,34,4,2
BUF,CAR,21,28,4,1
NJD,MTL,27,27,2,3
CBJ,PIT,43,25,2,1
DET,EDM,32,24,4,3
FLA,NYI,27,25,3,2
DAL,VAN,25,36,3,2
ARI,CGY,21,26,2,1
NYR,PHI,24,34,0,3
TOR,WSH,34,23,2,4
MTL,NJD,32,31,2,3
TBL,NYI,31,22,2,3
PIT,EDM,41,36,2,3
STL,CBJ,32,24,3,1
NSH,BUF,29,24,1,4
MIN,DAL,26,44,3,4
COL,WPG,25,28,5,3
ARI,OTT,19,38,4,3
SJS,CGY,29,27,5,2
LAK,CHI,36,22,3,2
DET,FLA,29,32,1,2
NYI,COL,28,28,5,3
NYR,CAR,22,36,4,3
TOR,EDM,26,24,3,0
ANA,VAN,30,25,4,0
NJD,COL,28,25,1,2
MTL,CBJ,26,23,2,1
OTT,PHI,25,33,2,4
DET,BUF,46,32,5,4
STL,FLA,30,23,1,3
NSH,ARI,41,15,5,2
CHI,MIN,31,36,1,2
CGY,DAL,32,29,4,3
LAK,VAN,40,16,2,1
SJS,PIT,34,29,1,5
WPG,TOR,35,33,6,1
NYI,NYR,37,34,2,1
EDM,BOS,36,40,3,2
ANA,TBL,33,22,1,2
NYR,COL,25,18,1,2
CAR,NJD,31,27,1,5
MTL,WSH,35,19,2,3
OTT,CHI,27,38,4,3
DET,ARI,44,27,5,1
NSH,FLA,33,16,1,2
MIN,TOR,28,28,1,0
VAN,DAL,16,34,2,4
BUF,ARI,28,20,5,2
NJD,PHI,18,25,3,4
CBJ,FLA,23,32,1,2
NYI,STL,25,32,2,1
CGY,BOS,37,38,5,4
EDM,DAL,24,43,2,1
ANA,SJS,26,23,1,0
WPG,WSH,36,38,2,1
LAK,PIT,37,20,5,3
OTT,NYI,29,31,3,2
DET,NSH,36,32,5,4
CAR,MTL,29,38,3,2
STL,TOR,28,29,1,4
PHI,CBJ,28,34,1,4
MIN,COL,44,20,3,0
VAN,BOS,17,22,0,4
SJS,TBL,34,20,3,4
CAR,ARI,18,23,5,4
CHI,WPG,32,31,3,1
NJD,FLA,18,36,4,2
NYR,OTT,31,24,4,1
EDM,BUF,28,34,4,2
ANA,PIT,25,24,2,1
LAK,TBL,28,25,3,1
BOS,NSH,17,33,2,3
COL,MIN,20,20,2,1
VAN,BUF,31,34,5,2
PHI,NYI,46,26,3,4
WSH,DET,40,23,3,2
CBJ,LAK,23,41,2,3
TOR,NJD,37,27,3,2
FLA,OTT,27,23,2,4
STL,ARI,22,23,4,1
CHI,NSH,24,37,4,1
DAL,CAR,20,30,6,5
CGY,SJS,33,33,4,2
MTL,BOS,33,23,1,3
COL,PIT,26,33,2,4
EDM,SJS,20,28,4,3
VAN,NYR,25,33,2,1
DET,MTL,29,25,3,2
TBL,OTT,30,31,4,1
FLA,WSH,26,21,4,1
STL,PHI,37,29,2,4
NSH,CHI,34,36,5,1
WPG,CBJ,35,29,6,4
CGY,BUF,32,30,4,3
NJD,DET,38,29,3,2
PIT,LAK,42,40,2,3
CHI,WPG,31,25,2,0
DAL,PHI,44,20,3,1
EDM,NYR,37,34,7,5
ARI,MIN,21,28,2,1
ANA,CAR,32,24,1,5
BOS,FLA,25,27,3,1
BUF,LAK,30,21,2,1
MTL,OTT,42,26,3,1
TBL,WSH,36,20,1,2
CBJ,NYI,30,19,2,3
STL,DAL,26,26,3,0
NSH,COL,36,25,2,3
ARI,CAR,29,33,4,5
CGY,NYR,27,29,5,4
SJS,MIN,25,30,0,2
NYI,NJD,30,27,4,0
STL,COL,43,18,1,3
CHI,VAN,30,30,4,0
BOS,EDM,49,24,2,3
PIT,WSH,45,34,1,4
CBJ,TBL,26,29,1,2
OTT,LAK,21,36,5,3
DET,BUF,33,30,1,2
BUF,NJD,25,21,0,2
NYI,FLA,34,17,1,5
NYR,EDM,21,20,4,2
PHI,CAR,31,32,4,3
TOR,TBL,37,27,4,5
MTL,SJS,27,18,1,3
NSH,CGY,22,21,1,2
MIN,VAN,41,31,6,2
WPG,STL,36,26,3,4
CHI,COL,29,27,0,3
DAL,CBJ,34,35,5,1
WSH,OTT,25,27,2,1
BOS,PIT,29,34,3,0
BUF,ANA,22,44,3,0
NJD,FLA,16,26,1,5
PHI,VAN,31,36,2,0
TOR,SJS,31,44,4,5
MTL,LAK,45,20,0,3
STL,NSH,33,28,2,1
MIN,NYR,35,23,5,2
CHI,EDM,37,33,4,0
DAL,CGY,36,27,1,3
COL,NYI,30,34,2,1
ARI,CBJ,32,21,5,7
PIT,BOS,32,34,2,6
WSH,TBL,23,19,5,3
CAR,FLA,24,18,0,2
OTT,SJS,35,33,4,2
DET,VAN,28,40,3,4
WPG,NYR,36,28,5,2
BUF,CHI,27,28,2,3
STL,CGY,22,38,3,2
TOR,LAK,34,26,5,0
NJD,ANA,22,18,1,2
PIT,CAR,38,26,1,2
CBJ,PHI,37,32,3,2
DAL,MTL,27,23,6,2
NSH,MIN,39,22,3,2
ARI,NYI,29,25,1,0
COL,EDM,29,40,5,1
FLA,VAN,42,34,5,4
BOS,NJD,39,30,2,1
TBL,OTT,35,25,5,2
DET,CGY,35,28,4,2
NYR,WSH,36,30,3,7
CHI,SJS,32,36,4,3
NYI,ANA,31,29,5,2
PHI,STL,31,29,4,3
PIT,CBJ,35,24,5,2
CAR,WSH,32,21,1,2
NSH,MTL,19,36,5,1
MIN,DAL,35,34,3,6
COL,TOR,28,22,4,7
EDM,WPG,21,45,3,1
BOS,STL,32,29,0,2
NYR,ANA,22,19,3,2
DET,NJD,28,17,3,4
TBL,VAN,27,19,1,2
FLA,OTT,40,16,2,1
MIN,MTL,22,25,2,1
DAL,CHI,32,20,4,0
CGY,WPG,33,20,4,1
ARI,TOR,26,39,3,2
LAK,SJS,36,23,3,5
BOS,BUF,33,29,3,6
TBL,CBJ,25,32,5,2
WSH,MTL,33,30,3,1
CAR,NJD,25,20,3,1
STL,DAL,37,24,3,2
NSH,DET,26,23,2,3
MIN,PIT,26,32,1,3
ARI,LAK,27,33,3,4
VAN,EDM,24,33,2,1
OTT,BOS,22,39,3,1
FLA,CBJ,32,17,3,2
NYI,TOR,26,38,1,3
DAL,STL,38,22,3,0
CHI,CAR,36,27,1,2
WPG,PIT,28,30,1,0
COL,ARI,39,28,1,2
ANA,PHI,37,26,4,2
CGY,EDM,37,31,5,3
BUF,WSH,31,26,0,2
TBL,MTL,39,34,3,4
NSH,NYR,35,29,5,3
MIN,DET,35,29,3,1
VAN,LAK,27,38,0,5
SJS,COL,38,26,3,6
BOS,OTT,37,32,7,3
TOR,NYI,33,21,3,6
NJD,CAR,24,28,3,2
CBJ,DAL,33,43,6,3
FLA,MTL,30,30,3,1
STL,NSH,25,33,4,3
WPG,DET,25,34,4,1
CGY,ANA,14,21,0,1
EDM,LAK,44,33,2,5
ARI,CHI,37,29,5,7
PIT,TOR,41,36,2,3
WSH,BUF,43,27,5,2
OTT,NJD,36,21,0,3
TBL,NYR,22,26,2,5
SJS,PHI,33,19,4,2
BUF,NYI,43,33,1,2
DET,PIT,35,37,2,5
CAR,WSH,37,32,4,2
STL,MIN,34,29,1,3
COL,CHI,30,43,3,4
DAL,NSH,32,34,5,1
CGY,LAK,24,24,1,4
EDM,ANA,21,35,0,1
ARI,WPG,21,37,4,2
BOS,MTL,28,30,1,5
VAN,ANA,25,28,2,1
BUF,DET,35,23,3,4
EDM,ARI,41,34,4,3
LAK,PHI,32,30,2,1
TOR,STL,33,40,4,1
TBL,MIN,30,32,3,2
FLA,NYR,20,40,3,0
NJD,DAL,30,31,3,2
PIT,NYI,43,40,5,2
CAR,NSH,28,21,1,2
CBJ,WSH,29,33,5,4
COL,CGY,26,34,0,4
SJS,WPG,28,27,1,4
NYI,DAL,44,41,6,5
FLA,MIN,29,40,2,1
CHI,OTT,30,26,3,0
ANA,WPG,35,20,4,1
NJD,DET,22,21,0,1
STL,OTT,38,32,2,3
COL,LAK,33,31,4,1
EDM,CAR,27,29,1,0
VAN,ARI,37,29,2,3
BOS,WSH,27,29,2,3
BUF,FLA,32,27,1,5
NYR,DAL,29,23,6,2
PHI,MTL,31,24,4,3
PIT,CHI,36,30,2,3
CBJ,MIN,31,33,2,4
NSH,WPG,44,19,1,4
CGY,TBL,24,31,3,1
MTL,NJD,25,20,2,1
CHI,PIT,37,18,3,1
COL,STL,33,38,4,3
VAN,CAR,21,28,3,2
ANA,TOR,39,38,0,4
NYI,WSH,35,38,1,4
OTT,FLA,32,16,2,3
MIN,PHI,34,36,3,4
DAL,WPG,24,33,2,1
CGY,ARI,26,33,1,2
LAK,TOR,41,26,2,1
SJS,DET,36,25,1,2
NJD,BOS,20,31,1,4
CAR,CBJ,29,36,4,1
CHI,BUF,45,29,3,1
COL,NSH,27,22,5,3
EDM,TBL,26,27,2,3
ANA,STL,39,28,4,3
NYR,WSH,26,31,3,4
PHI,NYI,31,20,4,0
MTL,PIT,34,32,1,3
OTT,BOS,40,34,2,1
CBJ,CAR,24,30,3,4
SJS,TOR,31,28,7,0
DAL,MIN,35,25,1,2
ARI,NSH,29,26,4,0
VAN,TBL,23,35,2,3
LAK,STL,27,16,1,2
WPG,BUF,44,29,2,4
WSH,OTT,36,33,7,1
CHI,COL,35,37,6,3
MIN,NJD,18,17,1,2
ANA,DET,31,25,1,2
EDM,FLA,25,14,1,2
NYR,BOS,30,33,2,1
CGY,SJS,35,18,4,5
VAN,FLA,30,28,3,2
LAK,DET,31,27,4,2
NYI,CBJ,33,20,5,2
CAR,PIT,21,25,3,2
STL,NJD,37,24,5,2
MIN,BUF,30,23,2,3
WPG,SJS,22,27,1,4
CHI,NSH,23,43,3,2
COL,TBL,21,38,0,4
ARI,EDM,31,28,4,3
TOR,CBJ,42,22,1,3
PHI,BOS,21,32,3,2
CGY,FLA,36,15,6,0
ANA,OTT,38,25,4,1
NYI,NYR,32,35,3,1
WSH,VAN,40,30,4,1
MTL,CHI,40,33,1,2
STL,CAR,24,28,1,4
WPG,NSH,24,35,5,4
COL,NJD,26,27,3,0
ARI,DET,29,25,2,3
SJS,EDM,37,25,2,1
BUF,BOS,34,31,1,4
TOR,CHI,29,29,1,4
CAR,VAN,40,22,2,3
TBL,PIT,25,40,5,4
MIN,WPG,24,26,0,1
ANA,DAL,35,24,4,2
PHI,NYR,36,31,2,3
LAK,OTT,33,23,3,5
BOS,TOR,45,29,3,2
BUF,WSH,29,34,4,1
CBJ,COL,21,30,2,1
STL,MTL,22,49,4,3
NSH,MIN,25,29,3,0
ARI,NJD,38,16,0,2
EDM,CGY,37,32,2,1
SJS,DAL,39,35,4,3
PIT,CAR,32,22,5,0
NYI,VAN,48,26,1,2
TBL,FLA,32,27,3,1
WSH,NYR,24,33,5,2
CHI,MTL,33,29,5,2
DET,PHI,30,31,1,2
ANA,LAK,32,26,2,3
FLA,EDM,33,24,2,4
STL,PIT,25,38,5,2
WPG,COL,37,34,1,2
ARI,BUF,27,28,1,2
SJS,OTT,35,17,3,4
NJD,CGY,26,28,4,2
NYR,VAN,49,20,3,2
PHI,TOR,33,35,2,3
CBJ,WSH,35,28,3,6
MTL,BOS,39,24,1,4
TBL,EDM,31,26,6,4
NSH,CHI,39,27,1,4
LAK,DAL,29,29,3,2
DET,STL,30,20,1,2
COL,BUF,35,28,2,1
ANA,MIN,27,26,3,1
BOS,VAN,30,27,2,4
NJD,OTT,20,32,6,3
PIT,PHI,45,32,4,3
CBJ,CGY,29,27,2,4
TOR,CAR,32,41,0,1
TBL,CHI,33,18,2,1
WPG,NSH,27,28,1,4
DAL,EDM,35,25,3,2
ARI,SJS,24,23,1,3
LAK,MIN,32,28,0,3
BUF,DET,19,45,0,3
WSH,ANA,24,21,0,2
CAR,NYR,31,32,1,4
OTT,NYI,30,34,2,5
FLA,CHI,32,27,4,0
COL,STL,41,34,2,1
PIT,VAN,30,32,5,4
SJS,MIN,33,28,4,3
BOS,CBJ,34,33,3,2
TOR,MTL,19,29,2,3
DET,ANA,27,35,3,4
FLA,TBL,35,40,5,2
WPG,NJD,23,16,1,3
NYI,PHI,17,27,2,5
DAL,COL,43,15,1,3
ARI,LAK,24,28,3,2
EDM,NSH,24,25,1,4
WSH,PIT,37,30,3,2
OTT,NYR,33,35,3,0
CAR,CGY,36,35,5,2
CHI,STL,25,25,2,0
SJS,LAK,32,32,2,3
NYI,DET,29,26,2,4
NYR,BUF,33,26,6,3
PHI,BOS,36,31,2,3
CBJ,MTL,25,34,5,2
DAL,CGY,30,24,2,1
MIN,ARI,35,24,1,2
BOS,ANA,34,39,2,6
PIT,NJD,31,25,2,0
CAR,CHI,40,26,5,0
MTL,CBJ,30,26,2,5
OTT,BUF,36,22,2,3
FLA,TOR,27,23,5,1
WPG,ARI,37,34,5,2
VAN,NSH,29,19,1,2
SJS,COL,24,22,6,1
TBL,TOR,29,30,1,0
WSH,PHI,30,32,3,4
CGY,NSH,27,24,1,2
LAK,COL,38,19,3,4
BOS,TOR,42,35,3,4
NJD,NYR,25,33,3,2
NYI,MIN,38,43,5,3
PHI,MTL,36,32,4,2
PIT,OTT,44,23,6,5
WSH,FLA,38,19,2,5
NSH,STL,16,23,0,1
WPG,DAL,24,27,3,5
COL,CHI,23,42,1,2
EDM,CBJ,35,37,5,1
ARI,LAK,26,35,2,6
ANA,SJS,25,32,3,2
MTL,BUF,35,32,2,4
TBL,DET,23,25,3,1
CGY,CAR,24,29,4,1
BUF,BOS,28,33,2,3
NYR,MIN,30,18,4,2
WSH,NYI,23,26,3,2
TOR,NJD,39,34,3,2
OTT,EDM,38,28,2,7
FLA,DET,33,39,6,3
STL,SJS,27,32,1,3
NSH,PHI,40,19,3,6
COL,DAL,24,44,3,4
ARI,CHI,28,40,4,5
VAN,CBJ,38,28,1,2
LAK,ANA,25,24,2,4
TBL,PIT,29,30,6,3
WPG,CAR,36,29,3,5
CGY,CBJ,31,18,1,2
ANA,ARI,41,25,5,2
NJD,WSH,24,29,2,3
PHI,NYR,28,28,2,3
MTL,EDM,36,24,5,1
DET,NYI,20,29,5,1
BOS,BUF,38,38,2,1
OTT,TOR,25,27,6,1
FLA,PIT,44,35,2,3
STL,MIN,24,39,4,1
NSH,SJS,30,30,6,2
DAL,CHI,37,26,1,5
COL,WPG,34,39,2,4
VAN,CGY,35,30,1,4
WSH,PHI,30,35,3,2
MTL,CAR,34,35,2,1
NYI,EDM,31,31,8,1
NYR,NJD,37,28,2,1
PIT,ANA,35,38,6,2
OTT,TBL,29,32,5,1
DET,FLA,31,23,3,0
BOS,LAK,37,57,2,9
BUF,FLA,34,35,4,7
NJD,EDM,26,20,2,1
PHI,ANA,29,26,1,4
CBJ,NYI,31,46,2,3
MTL,TBL,27,39,4,2
STL,WPG,22,33,1,2
NSH,WSH,26,23,3,5
MIN,DAL,40,30,3,4
CHI,SJS,33,27,0,2
COL,VAN,30,28,1,3
CGY,TOR,22,36,4,3
DET,OTT,29,23,3,1
PIT,NYR,34,22,0,3
ARI,VAN,34,26,1,2
NYI,LAK,30,30,5,2
PHI,BUF,28,42,5,1
CBJ,ANA,34,27,4,3
OTT,COL,29,27,3,4
MIN,WSH,36,33,3,4
WPG,BOS,36,39,2,6
CHI,DAL,46,32,2,4
EDM,TOR,35,36,5,2
SJS,CGY,42,22,5,6
BUF,MTL,22,30,6,4
NYR,LAK,28,34,4,5
CAR,PIT,30,26,1,2
DET,COL,45,21,2,3
TBL,NSH,28,30,4,3
FLA,STL,32,28,3,5
ARI,CGY,35,27,4,1
PHI,NJD,32,24,1,2
MIN,BOS,33,19,2,4
FLA,NSH,22,28,0,5
CAR,NYI,31,26,6,3
CBJ,OTT,40,35,4,2
VAN,TOR,19,38,2,5
DAL,WSH,35,23,4,3
CHI,ANA,23,44,2,3
EDM,WPG,22,33,1,2
SJS,ARI,28,23,4,1
BUF,COL,21,35,4,1
NJD,LAK,18,28,1,0
DET,BOS,35,22,6,5
TBL,STL,38,21,1,2
NYR,PHI,30,22,3,1
NYI,DET,32,29,4,1
CGY,ANA,37,28,4,6
FLA,PIT,28,32,2,1
NSH,DAL,26,32,2,3
CHI,TOR,32,37,7,2
ARI,MTL,27,19,6,2
VAN,MIN,26,34,2,5
NJD,PHI,24,26,3,6
WSH,LAK,32,40,3,1
CAR,WPG,29,21,2,1
CBJ,BOS,29,30,1,2
OTT,BUF,26,39,2,1
TBL,SJS,30,31,2,4
STL,DAL,22,18,2,1
EDM,ANA,27,31,3,5
NYR,CHI,34,20,3,5
COL,MTL,28,34,3,2
CGY,MIN,28,24,3,5
NYI,WSH,22,35,2,3
PIT,DET,39,38,6,3
TOR,NYR,37,20,2,4
OTT,CAR,22,32,4,2
TBL,WPG,26,41,6,5
FLA,SJS,20,18,1,2
STL,LAK,32,35,2,1
NSH,BOS,24,29,2,0
EDM,MIN,33,27,2,5
ARI,DAL,42,39,6,3
VAN,ANA,21,33,2,5
NJD,NYI,27,24,0,1
CAR,SJS,37,24,5,2
CBJ,BUF,38,35,0,4
MTL,PHI,31,37,3,2
CGY,VAN,33,28,5,2
PIT,TBL,39,20,2,4
TOR,PHI,24,28,4,5
OTT,DET,27,31,3,2
FLA,WPG,32,30,3,1
WSH,NJD,32,24,4,3
NSH,LAK,34,30,1,2
