home,away,home shots,away shots,home goals,away goals
CGY,CHI,41,15,5,3
VGK,CAR,25,34,3,0
LAK,CBJ,29,27,4,1
SJS,PHI,35,25,4,3
OTT,TBL,25,45,3,4
NYR,BUF,22,40,3,1
ANA,CBJ,30,26,3,2
BOS,DAL,35,25,2,1
NYI,MTL,24,35,3,4
PIT,NJD,36,39,1,5
WSH,EDM,23,33,4,2
ARI,PHI,36,34,2,5
TOR,VGK,21,37,3,1
NYR,MTL,32,34,5,3
CBJ,DAL,34,28,4,1
OTT,NJD,42,39,7,3
DET,VAN,30,42,3,2
TBL,EDM,35,35,5,2
STL,CAR,20,39,4,1
LAK,ANA,27,31,4,1
SJS,MIN,22,26,4,3
WSH,PIT,22,42,2,1
COL,NSH,25,34,1,4
ANA,CGY,24,39,3,2
BOS,VAN,28,33,5,8
FLA,EDM,33,27,4,1
PHI,ARI,31,34,5,4
MTL,BUF,37,31,5,6
OTT,VGK,30,42,3,5
TBL,NYI,27,37,4,2
CHI,CAR,38,34,3,4
DAL,SJS,22,36,4,3
LAK,MIN,28,24,1,3
TOR,NJD,32,39,6,1
WSH,CBJ,34,36,1,2
DET,NYR,31,30,3,2
STL,SJS,31,33,4,0
WPG,COL,24,30,5,2
ANA,MIN,21,43,1,5
BUF,VAN,37,39,4,3
PHI,CHI,25,33,4,0
DAL,NSH,24,34,4,5
BOS,TOR,34,41,5,1
MTL,VGK,27,38,5,4
TBL,OTT,28,34,4,6
FLA,NYI,31,31,4,2
PIT,ARI,32,39,4,0
CAR,DET,52,32,3,4
CBJ,NYR,38,19,4,5
LAK,CGY,21,36,0,1
STL,MIN,31,18,2,3
FLA,OTT,40,35,5,1
WSH,ARI,39,22,1,4
BOS,VGK,37,38,4,1
WPG,NJD,28,36,5,2
SJS,CGY,29,30,3,1
EDM,COL,27,28,1,4
NYR,VAN,27,26,2,1
CAR,CHI,40,35,3,2
DAL,CBJ,27,28,1,2
ANA,NSH,30,35,2,1
BUF,TBL,19,30,2,1
NJD,PIT,35,31,4,2
NYI,VAN,34,24,5,2
PHI,FLA,31,30,1,2
DET,ARI,26,25,6,1
MIN,WSH,28,33,2,5
EDM,MTL,43,29,6,2
LAK,TOR,23,35,1,5
SJS,NSH,37,34,5,4
CHI,STL,19,28,1,0
WPG,WSH,24,28,3,1
COL,BOS,25,23,6,3
VGK,ANA,25,29,5,0
NYI,NYR,24,41,7,5
PHI,NJD,29,27,0,3
PIT,TBL,31,26,3,4
CBJ,FLA,37,43,7,3
OTT,DET,36,35,2,1
MIN,VAN,29,27,6,2
CGY,MTL,45,22,2,3
ARI,NSH,23,46,2,1
SJS,TOR,45,34,3,5
DAL,BOS,37,23,1,0
WPG,BUF,26,32,1,2
CHI,LAK,35,32,1,2
COL,WSH,26,29,2,3
VGK,STL,33,35,1,4
ANA,TOR,39,35,1,2
NJD,DET,40,30,2,3
PHI,TBL,45,26,5,6
MIN,BUF,39,29,2,3
OTT,PIT,25,35,6,4
NYR,FLA,24,41,4,2
CAR,CBJ,31,24,1,4
VAN,MTL,38,31,2,3
NSH,LAK,43,28,5,3
ARI,BOS,33,23,1,2
CGY,EDM,37,26,4,2
SJS,STL,29,30,4,0
NYI,DAL,39,33,2,6
CAR,NJD,25,34,2,1
CHI,MIN,28,40,3,1
EDM,VGK,32,31,3,6
ANA,COL,33,42,3,4
TOR,CBJ,26,39,4,2
NYR,DAL,23,17,2,1
PIT,BUF,40,40,4,5
MTL,WSH,44,34,4,5
OTT,FLA,38,32,5,7
STL,LAK,29,27,0,2
NSH,TBL,34,31,3,2
CGY,VGK,32,22,7,2
VAN,WPG,25,49,3,6
SJS,EDM,25,23,3,4
BUF,PHI,21,25,5,2
NJD,MTL,28,26,5,2
NYR,NYI,27,29,5,0
PIT,DAL,30,19,5,1
WSH,CHI,27,39,4,2
CAR,TOR,45,32,5,2
DET,BOS,27,36,3,2
TBL,FLA,33,43,7,3
NSH,STL,34,29,4,1
MIN,OTT,34,27,6,4
ARI,VGK,21,25,2,3
CGY,WPG,26,40,6,3
ANA,VAN,37,28,4,3
LAK,COL,36,34,3,7
PHI,NYR,46,31,4,0
BUF,MTL,40,33,3,2
NJD,NYI,42,35,3,4
WSH,DET,20,32,3,1
MIN,WPG,39,28,4,2
ANA,EDM,25,28,2,1
VGK,CGY,28,29,2,0
CBJ,TOR,24,34,4,2
BOS,PIT,37,37,2,1
TBL,CHI,29,32,4,2
CAR,FLA,39,35,4,1
STL,NSH,34,28,6,2
DAL,OTT,54,33,6,4
ARI,COL,38,39,1,5
SJS,VAN,24,19,4,0
NYR,WSH,30,28,3,5
TOR,PHI,41,34,6,0
MTL,BOS,33,35,2,3
DET,BUF,37,35,2,3
FLA,CHI,38,41,4,5
NYI,CAR,19,27,4,1
PIT,CBJ,36,39,4,2
STL,WPG,27,36,4,8
COL,DAL,36,29,3,2
VGK,SJS,36,33,6,0
LAK,VAN,22,29,2,4
ARI,CGY,29,27,1,6
TBL,NJD,35,35,5,2
NSH,ANA,33,19,5,2
LAK,EDM,32,34,5,2
TOR,BOS,31,40,4,2
FLA,NJD,34,32,4,3
NYI,WSH,33,24,1,4
NYR,OTT,33,31,4,2
DET,CBJ,32,32,5,7
BUF,SJS,31,38,3,2
PHI,OTT,37,24,3,4
MTL,CAR,49,22,1,2
TBL,ANA,35,22,1,3
NSH,COL,38,25,2,3
MIN,ARI,25,14,3,4
WPG,PIT,27,30,3,4
CHI,VGK,24,43,3,8
EDM,DAL,31,28,1,0
VAN,LAK,33,25,1,2
DET,STL,31,36,4,3
FLA,ANA,44,25,2,3
TOR,SJS,29,41,5,3
CGY,DAL,33,28,3,4
COL,PIT,26,25,6,3
BOS,NYI,36,29,2,1
CBJ,MIN,29,25,4,2
OTT,NYR,34,27,3,0
TBL,BUF,37,22,5,4
NSH,ARI,29,25,0,3
WPG,CHI,33,31,6,5
EDM,LAK,34,32,3,2
VAN,VGK,36,31,3,4
FLA,BUF,43,24,3,2
WSH,NJD,31,36,6,3
CAR,ANA,34,29,1,2
COL,STL,29,37,2,3
CGY,LAK,37,14,4,1
OTT,SJS,27,38,6,2
VAN,DAL,25,27,1,2
BOS,DET,40,27,2,4
MTL,NYR,41,22,5,2
FLA,TBL,27,39,4,5
NJD,WPG,39,38,3,4
NYI,CBJ,29,30,3,2
PIT,PHI,32,26,2,4
MIN,TOR,41,23,3,5
NSH,CHI,30,21,5,2
ARI,STL,44,26,6,1
EDM,VGK,34,32,2,1
WSH,ANA,32,25,5,6
NYR,WPG,19,42,3,4
MTL,SJS,41,29,1,3
DET,COL,24,29,0,2
CHI,CGY,24,41,2,3
LAK,CAR,35,34,2,0
NJD,TBL,27,26,1,5
NSH,BUF,25,22,2,1
DAL,EDM,25,29,4,1
BUF,TOR,41,30,3,4
FLA,BOS,44,33,5,0
NYI,WPG,28,24,1,3
PIT,COL,32,45,6,3
CBJ,CGY,30,28,6,9
MTL,OTT,41,30,5,2
DET,TBL,24,35,5,6
VAN,MIN,31,28,2,3
VGK,WSH,28,26,5,3
LAK,ARI,26,20,1,2
STL,EDM,30,36,2,3
ANA,CHI,32,27,4,2
SJS,CAR,23,40,5,1
TOR,DET,31,32,4,5
FLA,COL,35,37,2,5
PHI,CBJ,26,30,3,4
PIT,NYI,28,24,6,2
OTT,MTL,21,43,2,5
TBL,BOS,30,35,3,2
CGY,MIN,20,31,2,0
ARI,WSH,29,29,2,4
VAN,NSH,30,29,5,3
VGK,CHI,36,35,4,3
LAK,NJD,32,35,3,6
DAL,SJS,30,43,3,2
WPG,STL,26,27,0,1
EDM,MIN,32,33,7,2
ANA,CAR,19,36,1,4
BUF,PHI,30,41,2,6
LAK,VGK,25,30,5,1
BOS,TOR,32,32,6,3
OTT,PIT,29,36,2,1
DET,NYI,25,19,2,3
TBL,COL,38,30,7,1
FLA,NYR,31,26,4,5
CBJ,WSH,28,28,0,4
ARI,SJS,20,33,3,5
CGY,NSH,25,27,5,2
STL,VAN,23,21,1,6
WPG,PHI,35,37,7,1
OTT,BOS,28,44,1,2
CHI,MTL,39,28,2,3
ANA,NJD,37,35,6,5
EDM,CGY,30,24,1,0
VGK,DAL,28,24,4,2
NYI,PIT,26,24,1,2
DET,LAK,21,43,3,1
TBL,NYR,36,26,6,3
SJS,NJD,34,24,5,2
BOS,ARI,26,33,4,3
BUF,LAK,47,29,4,3
WSH,DET,25,37,6,2
CAR,TOR,30,29,1,4
CBJ,VAN,36,25,2,3
STL,FLA,33,25,4,3
NSH,OTT,36,26,3,1
MIN,MTL,32,30,7,1
WPG,CHI,34,35,6,3
COL,EDM,43,26,4,6
NYI,VGK,25,17,2,3
CHI,PIT,29,43,6,3
CGY,PHI,41,19,6,5
ANA,DAL,36,29,6,3
BUF,ARI,33,26,3,1
CBJ,LAK,41,30,4,1
MTL,CAR,40,31,6,4
TBL,TOR,21,49,4,1
NSH,VAN,34,22,4,3
MIN,FLA,26,31,5,1
WPG,EDM,40,26,5,4
SJS,DAL,24,22,3,2
NJD,VGK,42,22,5,4
NYR,ARI,30,34,3,4
PIT,BOS,28,51,5,3
DET,OTT,28,32,2,4
CAR,WSH,27,29,5,6
STL,COL,28,42,4,3
CHI,WPG,37,42,3,4
EDM,PHI,22,32,4,1
MIN,CGY,35,26,1,2
MTL,OTT,47,18,5,2
FLA,TOR,33,32,4,3
NYI,DET,48,21,4,3
PIT,LAK,36,41,4,3
WSH,BUF,38,29,4,3
CBJ,ANA,37,22,1,2
NSH,NJD,28,34,2,1
COL,DAL,37,42,6,4
VAN,PHI,24,32,5,1
NYR,VGK,30,41,3,4
CAR,ARI,27,23,3,0
STL,CGY,28,29,2,7
BOS,BUF,37,27,2,4
CHI,SJS,20,43,3,7
WPG,TBL,42,47,5,4
VAN,EDM,30,22,4,2
PIT,ANA,30,36,2,4
CBJ,VGK,31,28,1,0
MTL,BOS,22,35,0,4
OTT,NSH,23,34,4,3
COL,NYI,31,21,1,4
BUF,FLA,32,36,2,5
NJD,TOR,29,31,2,7
NYR,ANA,24,15,3,1
PHI,DET,33,22,3,2
MIN,SJS,26,25,0,4
CHI,NSH,36,31,2,1
DAL,CGY,28,24,2,0
EDM,STL,23,30,1,4
ARI,NYI,37,32,1,3
VAN,TBL,38,37,2,5
LAK,WPG,31,28,4,1
WSH,PIT,32,30,1,2
COL,MTL,26,36,2,1
BOS,ANA,31,25,3,1
TOR,FLA,26,26,6,1
PHI,NSH,31,32,2,1
PIT,MIN,37,41,2,1
CAR,DET,39,24,1,4
CBJ,NJD,38,30,2,1
DAL,CHI,28,29,2,5
CGY,TBL,37,36,4,5
ARI,MTL,37,28,1,2
VAN,STL,29,30,5,1
VGK,NYI,47,21,4,2
SJS,WPG,44,24,3,5
NJD,OTT,32,27,5,2
WSH,BUF,24,37,2,1
COL,CHI,36,28,1,2
BOS,NSH,32,30,5,2
PHI,CBJ,37,19,3,4
DET,FLA,34,23,1,2
CGY,STL,29,27,1,3
VGK,MTL,26,47,3,4
SJS,LAK,31,31,2,3
BUF,ANA,33,40,3,0
TOR,NYR,36,28,5,3
OTT,WSH,35,33,0,4
CAR,PIT,39,32,0,3
ARI,COL,39,28,6,4
MIN,DAL,31,27,1,2
EDM,TBL,28,45,3,6
VAN,WPG,40,24,0,1
NJD,CBJ,39,20,0,3
CAR,BOS,37,30,5,3
NYR,PHI,34,31,2,3
CHI,FLA,29,27,3,6
TOR,DET,24,30,5,4
DAL,NYI,20,28,1,3
VGK,LAK,25,32,3,4
SJS,ARI,38,26,3,4
BOS,NJD,42,33,2,5
NYR,CBJ,22,29,3,4
PIT,DET,40,29,5,2
WSH,CAR,33,29,3,1
TBL,PHI,37,33,6,5
STL,BUF,32,31,4,1
NSH,DAL,49,30,0,2
WPG,CGY,36,29,1,4
CHI,MIN,20,48,5,2
EDM,VAN,32,20,2,4
VGK,COL,43,32,2,1
LAK,ARI,26,27,2,1
SJS,ANA,39,27,4,2
FLA,MTL,26,28,3,5
NYI,OTT,39,27,6,3
CBJ,TOR,29,29,2,4
NJD,CAR,30,37,2,0
WPG,MIN,27,25,1,3
EDM,SJS,26,40,4,7
LAK,VGK,31,32,1,4
BUF,BOS,28,42,2,3
TOR,NYI,36,28,0,4
OTT,WSH,33,24,2,3
TBL,MTL,32,38,6,5
FLA,PHI,36,35,2,1
STL,PIT,31,30,1,6
NSH,NYR,37,22,3,4
DAL,DET,42,34,5,1
COL,CHI,32,37,2,3
CGY,VAN,33,27,2,3
ANA,ARI,41,30,4,5
ARI,VGK,30,37,1,5
WSH,NSH,25,34,3,6
NJD,VAN,23,25,4,0
BUF,NYI,40,33,1,3
CAR,PHI,33,23,3,1
MIN,PIT,33,32,2,3
CBJ,OTT,38,25,6,3
STL,NYR,40,23,1,2
DET,FLA,20,27,3,4
COL,LAK,24,18,2,3
DAL,MTL,47,38,2,3
CGY,SJS,27,33,8,5
EDM,WPG,24,36,3,4
ANA,TBL,36,35,1,2
CHI,BOS,38,36,2,4
NSH,PHI,30,32,4,0
VGK,LAK,48,17,2,0
OTT,VAN,33,45,3,4
DET,CGY,32,35,3,5
NYR,PIT,30,25,2,7
DAL,NJD,40,34,5,4
COL,SJS,35,27,4,5
ARI,EDM,30,24,1,3
TOR,MIN,41,34,3,4
BOS,CGY,27,37,6,4
BUF,FLA,33,38,4,3
NYI,CHI,50,21,3,2
PHI,CAR,37,28,3,5
MTL,VAN,27,33,2,0
STL,WSH,42,25,5,2
LAK,TBL,30,33,2,6
PIT,WPG,33,33,4,0
DET,NSH,39,30,4,3
CAR,CBJ,31,24,4,2
DAL,WSH,29,37,2,1
COL,NYR,47,25,6,1
ARI,NJD,25,35,2,3
ANA,VGK,27,42,2,3
PHI,CGY,34,32,2,3
OTT,MIN,27,26,3,4
BOS,BUF,41,32,2,1
TOR,VAN,34,28,5,0
MTL,NSH,28,32,1,4
FLA,CBJ,30,35,3,4
STL,NYI,32,14,3,4
LAK,EDM,23,16,4,0
SJS,TBL,33,20,5,2
ARI,NYR,40,23,5,0
VGK,NJD,28,38,3,2
OTT,CAR,31,29,4,5
DET,WSH,25,34,2,3
WPG,DAL,30,27,5,1
PIT,CHI,34,31,3,5
ANA,EDM,39,24,0,4
TOR,NSH,18,32,0,4
PHI,STL,25,37,0,3
MTL,MIN,32,25,0,1
CHI,CGY,35,43,3,4
SJS,LAK,29,23,3,1
BOS,MIN,27,24,4,0
BUF,NJD,33,21,5,1
NYI,CAR,31,24,3,4
PIT,FLA,31,37,5,1
WSH,PHI,25,40,5,3
DET,MTL,32,25,2,3
TBL,CBJ,22,31,4,0
STL,DAL,27,17,1,3
WPG,COL,21,41,7,4
VGK,NYR,31,29,4,2
SJS,EDM,36,22,7,2
CHI,NSH,31,37,3,4
CGY,COL,16,35,5,3
ANA,OTT,33,30,1,2
BOS,WSH,41,22,2,4
NJD,TOR,29,43,2,4
NYR,NYI,30,20,3,4
PHI,DAL,22,38,2,1
CBJ,NSH,33,35,4,3
TBL,CAR,30,27,3,1
STL,MTL,30,29,4,1
MIN,WPG,22,28,3,2
EDM,FLA,24,30,4,3
VAN,ARI,36,22,3,4
VGK,SJS,38,27,2,3
LAK,OTT,34,27,1,4
CAR,BUF,30,33,4,3
WPG,DET,27,35,4,2
CGY,FLA,24,27,4,3
ANA,PIT,25,36,4,7
NJD,PHI,26,34,3,2
NYI,NYR,25,26,1,2
BUF,TBL,33,30,3,5
TOR,BOS,32,29,2,3
MTL,COL,31,28,3,0
WSH,CBJ,33,22,1,2
MIN,DET,18,37,2,5
CHI,VGK,23,34,3,4
DAL,STL,22,28,1,3
EDM,ARI,25,29,2,3
SJS,OTT,32,28,4,1
LAK,PIT,25,40,5,2
CAR,NSH,34,23,6,3
CBJ,NYR,40,27,7,5
WPG,ANA,34,31,4,3
NYI,TBL,28,39,5,1
VAN,FLA,36,24,5,1
CGY,ARI,26,23,7,1
BOS,MTL,43,22,2,3
TOR,COL,20,38,3,6
NJD,CHI,41,32,8,5
PHI,MIN,27,38,7,4
WSH,STL,29,37,1,4
EDM,BUF,25,43,7,2
NYI,STL,25,31,2,1
NYR,CAR,28,36,6,2
CBJ,NJD,34,30,4,1
MTL,FLA,28,53,5,1
DET,ANA,25,24,3,1
NSH,WSH,29,28,7,2
MIN,LAK,42,33,3,2
WPG,VGK,27,44,4,1
DAL,TBL,35,21,0,2
SJS,PIT,29,24,5,2
OTT,COL,31,32,5,2
PHI,BOS,19,42,4,3
CGY,BUF,33,23,3,4
VAN,EDM,22,30,2,3
ARI,SJS,41,29,6,3
BOS,STL,27,30,5,2
NYI,NJD,26,17,4,1
NYR,CHI,33,27,4,3
TBL,TOR,38,31,2,4
NSH,WPG,38,34,1,5
MIN,ANA,37,23,0,3
DAL,LAK,30,19,1,2
FLA,TOR,29,21,3,1
CBJ,MTL,35,26,1,4
WSH,NYI,19,25,0,2
CAR,OTT,34,26,1,4
CGY,DET,36,35,6,4
ARI,PIT,33,35,2,3
VAN,BUF,23,39,4,3
NJD,ANA,31,14,2,3
COL,LAK,40,31,7,1
BOS,NYR,29,20,2,3
MTL,PHI,35,24,2,5
TBL,SJS,26,39,6,3
STL,OTT,38,30,3,2
DAL,WPG,39,29,4,2
NSH,FLA,39,30,2,4
MIN,CBJ,31,20,2,1
EDM,CGY,24,34,2,5
VGK,PIT,35,37,7,3
CHI,WSH,28,39,8,5
NYI,ANA,28,19,3,0
VAN,DET,31,37,3,2
TOR,ARI,26,31,2,4
EDM,CAR,21,34,4,7
COL,NSH,36,27,1,4
VGK,MIN,32,22,2,4
FLA,SJS,30,29,6,2
LAK,STL,29,36,4,3
WSH,SJS,39,43,6,7
OTT,ARI,27,33,2,3
CHI,NYI,40,36,3,2
CGY,CAR,25,35,3,2
EDM,DET,34,27,2,3
TOR,WSH,37,44,6,3
MTL,ARI,24,31,2,1
COL,MIN,22,28,2,5
VGK,NSH,48,27,1,2
ANA,STL,13,32,1,5
VAN,CAR,26,34,2,5
PHI,WPG,31,32,3,1
PIT,NJD,40,32,3,6
BOS,WPG,39,27,3,4
NYR,PHI,38,19,0,1
CBJ,BUF,37,34,4,5
PIT,TBL,22,35,4,2
DAL,BUF,27,30,1,0
BOS,PHI,25,41,2,3
NJD,NYR,22,25,3,4
WPG,CBJ,26,31,4,3
BUF,CHI,43,30,3,7
FLA,NSH,28,26,1,4
NYI,TBL,36,41,0,1
PIT,OTT,40,40,5,3
WSH,CGY,40,30,4,3
DET,TOR,33,21,3,2
CAR,VGK,32,25,5,2
DAL,MIN,32,22,3,1
PHI,EDM,39,44,5,4
MTL,NJD,39,27,2,3
TOR,PIT,33,30,3,2
OTT,DET,35,21,0,2
FLA,VGK,25,35,3,1
NYI,LAK,32,36,4,2
NYR,TBL,33,23,2,3
CBJ,STL,20,33,2,4
WPG,ANA,31,29,9,3
NSH,DAL,39,26,1,3
MIN,CHI,31,31,3,4
COL,VAN,35,26,1,5
SJS,ARI,35,33,3,2
WSH,BOS,24,39,0,1
MTL,EDM,27,24,4,3
CAR,CGY,37,32,3,4
TOR,ANA,44,25,6,1
NYR,LAK,27,30,3,4
PHI,VAN,30,42,2,1
DAL,ARI,29,42,5,4
BOS,NYI,27,29,3,1
BUF,MIN,39,45,5,4
FLA,STL,24,34,2,3
NJD,LAK,30,25,1,5
PIT,CAR,23,32,0,4
WSH,VAN,31,32,3,2
MTL,ANA,32,25,4,1
TBL,VGK,26,37,2,3
NSH,ARI,47,26,5,2
WPG,SJS,27,38,2,3
COL,CBJ,30,37,3,6
EDM,CHI,27,35,2,6
TOR,OTT,30,44,5,4
NYR,BOS,39,30,4,3
BUF,CAR,39,30,5,6
FLA,PIT,42,31,3,2
NJD,NYI,31,28,1,2
PHI,LAK,32,39,2,3
WSH,COL,42,37,4,3
MTL,WPG,53,34,5,2
OTT,ANA,35,45,4,0
DET,VGK,39,32,3,4
TBL,STL,32,39,0,1
NSH,DAL,24,29,3,2
MIN,EDM,36,23,1,4
CHI,VAN,35,43,4,3
CGY,SJS,38,30,2,5
ARI,CBJ,31,33,2,4
NYR,CAR,27,33,0,3
BOS,LAK,33,29,5,4
BUF,DET,21,29,3,1
NJD,MIN,18,33,2,4
NYI,COL,41,28,4,3
PHI,ANA,40,32,6,2
OTT,WPG,32,46,5,2
STL,NSH,33,31,3,2
ARI,DAL,39,35,3,2
MTL,TOR,38,32,3,4
TBL,PIT,34,32,5,4
WSH,FLA,30,31,4,5
EDM,SJS,23,31,2,5
VAN,CGY,25,47,4,3
VGK,CBJ,23,33,3,4
NSH,STL,44,29,4,5
BOS,COL,35,36,2,1
BUF,WPG,36,29,1,3
NJD,CAR,21,35,3,2
NYI,MIN,34,27,2,1
CHI,DET,36,45,5,2
FLA,TBL,27,23,2,5
NYR,TOR,30,56,4,1
PHI,PIT,51,28,1,4
WSH,LAK,31,33,6,4
VAN,SJS,27,24,2,7
BOS,CHI,37,26,6,3
BUF,NYI,22,25,3,1
FLA,DAL,30,19,0,3
CBJ,WSH,32,20,3,0
OTT,CAR,26,37,1,4
TBL,CGY,27,22,6,3
STL,NJD,39,23,8,3
NSH,DET,34,27,2,3
MIN,PHI,39,26,4,5
WPG,NYR,36,37,4,3
COL,TOR,36,28,2,5
VGK,ARI,43,26,2,5
PIT,EDM,34,39,3,1
ANA,VAN,22,35,1,0
FLA,CGY,32,43,3,2
CBJ,NYI,31,27,0,3
DET,OTT,29,42,3,2
