home,away,home shots,away shots,home goals,away goals
WSH,PHI,37,35,4,5
CAR,NSH,22,27,1,2
STL,NJD,27,37,3,2
MIN,NYR,28,30,2,5
DAL,COL,29,26,3,4
VAN,CHI,28,41,1,7
SJS,CBJ,35,27,0,3
ATL,NYI,35,29,2,1
DET,CGY,38,27,5,4
ANA,EDM,40,26,2,4
VAN,PHX,27,28,2,3
TOR,DAL,26,22,4,1
NJD,WSH,23,30,5,0
NYR,CGY,24,32,2,1
PHI,MTL,45,31,3,2
CBJ,NSH,30,27,2,0
OTT,LAK,19,30,3,2
TBL,BOS,36,27,3,1
FLA,PIT,29,26,2,3
PHX,EDM,34,23,5,0
BUF,PIT,30,29,0,1
NYI,CBJ,24,38,3,4
CAR,WSH,32,38,2,3
ATL,DET,38,33,5,1
MTL,LAK,33,25,4,1
OTT,DAL,19,26,1,2
NJD,CGY,21,26,2,1
TBL,NYR,34,20,5,3
FLA,BOS,32,37,1,3
NSH,STL,30,15,1,2
MIN,PHI,16,28,1,6
VAN,COL,19,23,4,2
SJS,CHI,29,32,5,2
EDM,COL,24,37,3,2
BOS,CAR,37,21,0,3
NYI,NJD,20,29,2,0
PHI,CGY,36,30,2,3
PIT,OTT,40,44,2,1
MIN,NSH,23,34,5,2
ANA,CHI,27,34,1,4
WSH,TBL,29,17,6,0
CBJ,DET,35,32,1,2
BUF,TOR,28,36,3,1
ATL,MTL,47,25,3,0
FLA,NYR,40,19,0,3
DAL,STL,22,27,3,2
VAN,SJS,32,33,6,1
NJD,PHI,25,41,2,1
PIT,CGY,43,31,4,1
MTL,BUF,33,36,3,1
OTT,TOR,28,29,3,0
TBL,FLA,37,27,3,4
STL,DAL,36,23,1,2
NSH,NYR,30,24,1,2
PHX,ANA,34,25,4,6
COL,MIN,40,32,7,4
EDM,SJS,25,25,3,4
LAK,CHI,22,23,1,2
WSH,CAR,40,28,3,2
ATL,BOS,26,41,4,1
DET,CBJ,42,29,4,2
NYR,PIT,26,27,1,3
CAR,DAL,28,33,1,4
OTT,EDM,23,25,1,4
CGY,MIN,31,32,3,0
ANA,LAK,19,27,2,0
TOR,TBL,25,39,3,4
NSH,PHX,23,33,3,0
CHI,STL,24,26,7,5
COL,ATL,31,31,2,3
SJS,DET,28,29,3,5
MTL,EDM,39,32,3,4
PHI,BOS,41,32,0,3
CBJ,NSH,31,29,3,4
STL,WSH,38,26,1,4
MIN,PHX,35,36,2,4
CGY,VAN,20,36,2,7
ANA,FLA,29,32,5,3
BOS,TBL,32,38,8,1
TOR,EDM,33,19,0,5
NJD,MTL,28,32,1,5
NYI,NYR,32,26,5,6
PIT,ATL,28,22,3,2
OTT,SJS,28,33,0,4
DAL,WSH,21,38,2,1
LAK,FLA,24,26,3,2
NYR,NYI,21,17,2,0
CAR,COL,30,35,2,1
BUF,CBJ,37,19,5,0
MIN,CGY,22,32,2,3
CHI,VAN,32,18,0,3
ANA,DET,41,29,0,4
PHI,NJD,34,26,5,3
MTL,SJS,19,27,3,1
TOR,BOS,40,27,3,2
OTT,BUF,32,31,0,1
WSH,ATL,46,33,1,3
CBJ,PIT,23,35,2,7
TBL,COL,39,24,6,5
NSH,CAR,39,30,5,2
DAL,MIN,33,31,4,3
PHX,FLA,41,37,1,2
EDM,STL,26,32,2,1
LAK,DET,25,29,3,2
NYI,PHI,30,27,2,3
NYR,OTT,26,25,1,3
CHI,CGY,32,26,4,2
ANA,PHX,26,39,0,3
VAN,STL,23,28,2,3
PIT,NJD,34,28,2,1
WSH,TOR,36,28,4,5
ATL,NSH,37,29,3,2
DET,SJS,27,35,2,5
CBJ,DAL,29,18,3,2
BOS,BUF,36,30,3,2
MTL,OTT,35,28,4,1
FLA,COL,25,25,4,3
CGY,TBL,19,24,4,2
EDM,ANA,36,32,2,3
PHI,SJS,35,33,4,5
PIT,TOR,26,25,5,2
DET,NSH,37,24,2,3
CHI,DAL,25,31,5,3
VAN,ANA,40,20,5,4
BOS,NYI,37,35,5,2
BUF,SJS,37,29,6,3
TOR,PHI,32,28,1,4
WSH,FLA,36,32,0,3
OTT,NYR,27,28,3,5
STL,CBJ,24,28,4,1
PHX,MIN,35,33,2,3
LAK,CGY,32,27,2,1
DET,MTL,32,38,4,2
OTT,NJD,29,31,3,2
ATL,COL,26,29,2,4
DAL,CAR,29,23,2,1
EDM,TBL,23,41,4,3
ANA,CGY,25,39,3,2
BOS,PHI,36,33,1,2
BUF,PIT,36,24,2,5
TOR,MTL,24,23,3,1
NJD,DET,34,23,1,4
NYI,ATL,29,35,4,5
WSH,COL,42,26,2,3
CBJ,NYR,23,33,3,1
STL,CAR,39,29,1,2
NSH,FLA,27,22,3,0
PHX,DAL,34,35,5,2
VAN,TBL,27,23,4,5
LAK,MIN,26,21,2,3
SJS,CHI,30,29,2,1
NYR,WSH,20,31,7,0
EDM,VAN,12,32,1,2
ANA,MIN,36,22,6,2
DET,LAK,51,26,0,5
OTT,ATL,30,24,3,4
NSH,NYI,26,28,5,0
COL,CHI,30,34,7,5
CGY,CBJ,25,24,3,2
SJS,DAL,33,31,2,3
PHI,PIT,37,23,3,2
EDM,TOR,24,34,1,4
BUF,BOS,35,34,3,2
NJD,PHX,29,29,3,0
PIT,NYR,28,22,1,4
WSH,ANA,32,24,1,2
DET,STL,37,21,5,2
MTL,PHI,41,30,3,5
TBL,ATL,31,28,2,1
FLA,CAR,27,34,3,4
NSH,SJS,35,27,3,2
CHI,COL,38,23,3,4
VAN,CBJ,30,30,3,2
NYI,ANA,29,32,3,2
NYR,PHX,36,33,4,3
ATL,CAR,47,29,2,3
MTL,BOS,41,37,4,3
STL,LAK,31,29,6,4
MIN,OTT,24,25,1,3
DAL,SJS,18,43,3,4
CGY,TOR,33,19,5,2
EDM,CBJ,36,40,6,3
NJD,NSH,16,20,1,3
FLA,BUF,26,43,6,2
CHI,DET,31,30,4,1
COL,OTT,25,29,6,5
PHI,NYR,39,25,4,1
BOS,WSH,21,41,3,2
NYI,PHX,44,35,3,4
CAR,ANA,32,45,4,2
ATL,NJD,22,27,7,1
CBJ,DAL,36,23,1,2
TBL,BUF,37,23,3,1
STL,SJS,22,34,1,4
NSH,LAK,30,34,1,6
CGY,MIN,29,16,1,3
VAN,TOR,29,28,4,1
OTT,WSH,26,34,2,3
DET,DAL,31,32,3,4
CHI,LAK,24,28,3,2
COL,MTL,28,29,3,2
BOS,ANA,45,25,0,3
TOR,ATL,40,23,3,6
PHI,FLA,26,34,0,5
PIT,PHX,38,27,6,1
TBL,CAR,34,22,5,1
STL,VAN,16,29,1,3
MIN,CGY,23,35,4,1
BUF,ANA,42,23,5,2
WSH,NJD,28,36,5,1
ATL,STL,39,27,2,4
CBJ,CGY,37,30,3,1
DAL,MTL,17,29,5,2
COL,LAK,23,32,0,5
SJS,EDM,30,27,2,1
NYI,TBL,28,35,2,1
PIT,FLA,34,37,5,2
DET,VAN,45,39,5,4
CHI,NSH,35,25,4,1
BOS,ATL,36,27,4,1
BUF,FLA,48,29,3,4
NJD,NYI,35,14,1,5
NYR,TBL,37,24,3,4
WSH,PIT,34,27,2,3
CAR,MTL,24,29,2,3
CBJ,VAN,27,30,3,7
STL,DET,25,38,4,3
NSH,OTT,26,30,1,2
DAL,CGY,16,33,2,3
COL,MIN,37,32,1,3
LAK,EDM,29,29,3,2
SJS,PHX,39,25,4,1
OTT,PIT,24,45,3,1
NJD,TOR,30,22,1,4
NYI,MTL,25,39,4,1
CAR,WSH,35,30,2,3
ATL,TBL,28,34,2,3
CHI,CBJ,25,27,4,1
STL,NSH,26,32,2,0
MIN,DET,17,27,1,4
DAL,PHX,30,25,0,1
VAN,EDM,33,21,3,2
LAK,ANA,30,19,4,1
NYR,NYI,52,20,7,2
CBJ,MIN,22,40,4,3
FLA,BOS,34,42,2,3
COL,DET,49,30,3,4
CGY,BUF,33,27,5,2
SJS,LAK,24,37,0,4
TOR,CAR,37,27,3,4
PIT,ATL,36,34,6,3
WSH,MTL,30,25,3,0
TBL,BOS,34,29,3,4
STL,CHI,43,26,3,1
NSH,DAL,46,25,2,4
EDM,BUF,31,21,2,4
PHX,ANA,32,24,1,3
VAN,PHI,49,37,6,2
NJD,NYR,44,26,1,3
NYI,PIT,26,38,2,1
OTT,CAR,37,31,0,4
MIN,SJS,24,32,5,3
DAL,DET,31,26,3,7
PHX,LAK,31,26,6,3
TOR,CBJ,22,32,2,3
ATL,BOS,32,44,3,2
TBL,MTL,23,28,4,1
CHI,SJS,29,25,3,5
EDM,COL,35,27,3,4
LAK,PHI,36,28,4,7
NJD,ATL,28,29,3,1
FLA,MTL,22,48,2,3
MIN,NSH,23,32,1,4
DET,NYI,41,23,3,4
CBJ,OTT,23,38,4,3
STL,PHX,22,33,4,3
ANA,PHI,27,37,5,2
DAL,VAN,45,22,1,4
CGY,COL,23,21,3,2
PIT,WSH,33,32,1,3
BUF,BOS,35,40,7,6
OTT,TOR,33,21,1,5
CAR,NJD,25,28,6,3
TBL,NYR,33,35,2,1
LAK,SJS,29,19,0,1
EDM,CGY,17,30,1,2
MTL,ATL,50,28,3,4
FLA,NYR,36,32,3,0
DET,PHI,27,32,2,3
STL,DAL,30,27,2,4
NSH,CBJ,26,20,4,1
MIN,PHX,29,44,6,5
COL,VAN,32,29,1,2
ANA,CHI,18,40,2,1
TOR,BOS,37,33,1,2
CAR,FLA,37,28,3,4
CGY,NYI,43,26,2,5
LAK,CHI,29,28,3,4
SJS,VAN,35,47,3,4
NJD,MIN,22,18,1,2
WSH,TBL,34,38,0,1
COL,BUF,34,40,4,3
EDM,DET,25,37,3,5
PHX,CBJ,33,28,4,2
NYR,CAR,35,32,2,1
PIT,TBL,41,32,8,1
FLA,ATL,35,31,2,3
CHI,DAL,37,22,2,4
VAN,CGY,21,44,3,1
ANA,NSH,41,24,1,4
BOS,MIN,36,34,1,3
TOR,STL,31,44,6,5
NJD,PHI,20,20,2,4
MTL,PIT,23,32,2,1
COL,PHX,34,33,0,2
EDM,NYI,22,31,2,1
LAK,NSH,26,28,2,5
SJS,BUF,36,22,0,3
ATL,TOR,44,34,3,9
FLA,CAR,35,35,3,5
CHI,OTT,26,26,3,2
DAL,NYR,30,31,2,3
CGY,DET,39,27,4,5
VAN,EDM,34,24,6,1
ANA,CBJ,29,27,6,0
PHI,NJD,29,35,2,1
COL,NYI,37,27,3,4
MTL,BOS,42,29,3,2
OTT,TBL,32,27,1,2
PIT,MIN,26,37,0,4
WSH,FLA,27,27,3,2
STL,NYR,25,24,1,2
PHX,BUF,34,32,1,2
SJS,NSH,43,26,1,2
VAN,DET,35,33,1,2
LAK,CBJ,36,34,6,4
CAR,ATL,34,28,4,3
NJD,TBL,26,36,6,3
MIN,DAL,26,28,0,4
CHI,NYI,45,29,5,0
ANA,SJS,28,37,1,0
PIT,BOS,25,32,2,4
STL,PHX,36,33,3,4
COL,DET,26,30,5,4
LAK,TOR,32,28,2,3
BOS,OTT,39,31,6,0
BUF,PHI,40,33,2,5
NYI,VAN,41,51,3,4
NYR,MTL,26,38,1,2
CAR,CGY,30,32,6,5
CBJ,PHX,40,28,3,4
FLA,WSH,41,33,4,3
NSH,MIN,30,26,5,1
DAL,EDM,20,41,3,2
SJS,TOR,42,26,2,4
MTL,PIT,22,36,2,5
TBL,WSH,38,23,3,0
CHI,COL,31,24,4,0
ANA,STL,24,34,7,4
BOS,PHI,37,35,7,5
BUF,CAR,35,29,3,2
NYI,OTT,24,38,4,6
NYR,VAN,35,31,1,0
FLA,NSH,34,29,3,2
PHX,TOR,21,29,5,1
LAK,STL,25,21,1,3
SJS,EDM,43,29,2,5
WSH,VAN,27,35,2,4
CBJ,DET,32,28,3,2
OTT,CGY,35,26,2,3
ATL,PHI,29,36,2,5
TBL,NJD,32,25,2,5
MIN,COL,33,18,1,4
BOS,PIT,46,36,2,3
TOR,CGY,33,33,1,2
MTL,NYR,41,33,3,2
NYI,BUF,37,43,5,3
CAR,TBL,31,34,6,4
FLA,NJD,22,35,3,2
DET,CBJ,34,30,6,5
NSH,CHI,26,33,3,2
DAL,ATL,27,30,6,1
PHX,ANA,34,28,6,2
LAK,EDM,23,26,5,2
SJS,STL,29,30,4,2
WSH,OTT,26,23,3,1
MIN,VAN,25,32,4,0
NYR,PHI,36,27,2,3
CHI,NSH,34,23,6,3
ANA,EDM,28,28,3,2
BOS,CAR,38,31,7,0
NYI,NJD,29,27,2,5
PHX,SJS,36,36,2,4
MTL,CGY,29,28,5,4
FLA,ATL,40,30,2,3
DAL,LAK,27,24,2,1
BUF,MTL,39,30,2,1
PHI,WSH,30,25,3,2
PIT,DET,29,37,4,1
CAR,BOS,45,28,2,3
OTT,ANA,40,27,1,2
TBL,CBJ,22,30,3,2
STL,LAK,26,27,2,1
COL,VAN,30,43,4,3
EDM,MIN,32,26,1,4
PHX,NSH,34,21,2,5
NYR,TOR,28,22,7,0
FLA,CBJ,31,38,2,3
CGY,MIN,37,24,0,6
BOS,BUF,40,33,2,4
TOR,ANA,37,28,5,2
NJD,PIT,20,23,2,0
NYI,WSH,25,24,1,2
PHI,OTT,23,27,6,2
CAR,NYR,39,40,4,1
ATL,TBL,29,31,2,3
STL,DET,29,29,3,4
COL,NSH,33,28,1,5
EDM,DAL,32,24,2,4
VAN,SJS,37,46,1,2
LAK,PHX,36,15,0,2
BUF,NYI,38,29,2,5
OTT,MTL,34,35,1,7
FLA,TBL,30,21,1,2
CGY,DAL,19,21,7,4
PHI,NJD,27,22,1,3
DET,CHI,37,33,1,4
COL,BOS,34,40,2,6
TOR,WSH,36,31,1,4
MTL,ANA,40,26,3,4
PIT,CAR,31,26,3,2
ATL,NYR,22,31,2,3
STL,CBJ,21,30,2,5
PHX,LAK,26,33,3,4
VAN,CGY,44,33,3,4
SJS,MIN,42,26,4,3
NJD,FLA,23,26,5,2
NYI,BUF,34,23,3,5
CHI,PHI,31,34,1,4
TBL,ATL,39,22,7,1
EDM,NSH,24,28,2,3
WSH,NYR,23,29,1,2
CAR,TOR,28,30,6,4
CGY,NSH,27,24,3,1
COL,STL,32,24,4,3
VAN,DAL,36,26,7,1
LAK,BOS,34,34,2,0
NYR,FLA,35,17,3,4
PHI,MTL,35,31,5,2
PIT,NYI,31,29,1,0
CBJ,ANA,37,22,2,3
OTT,BUF,29,26,2,3
TBL,TOR,31,26,2,0
CHI,MIN,33,22,2,4
PHX,EDM,27,35,3,4
BOS,FLA,35,35,2,1
NYI,CAR,25,31,2,4
ATL,WSH,24,36,1,0
DET,NJD,29,24,3,1
DAL,EDM,21,35,3,1
COL,PHX,31,37,2,5
CGY,STL,21,29,4,1
VAN,NSH,35,27,2,1
LAK,SJS,20,24,3,2
TOR,FLA,25,33,4,3
NJD,OTT,33,16,2,1
NYR,PIT,29,26,3,4
WSH,MTL,29,38,2,3
CAR,BOS,26,33,2,3
ATL,NYI,26,33,1,4
CBJ,CHI,33,27,4,7
TBL,PHI,22,38,4,0
STL,COL,45,27,3,4
NSH,CGY,27,28,2,3
MIN,LAK,25,27,1,0
DAL,VAN,26,26,1,4
SJS,PHX,38,36,5,3
OTT,DET,34,38,5,7
PIT,NYI,23,20,3,0
MTL,FLA,40,35,3,2
PHX,VAN,23,33,0,6
EDM,LAK,33,26,1,3
ANA,SJS,30,28,3,4
BOS,DAL,35,33,6,3
TOR,CAR,41,27,3,0
NYR,NJD,27,18,2,3
PHI,NSH,29,28,3,2
ATL,CGY,24,24,2,4
COL,MIN,41,25,3,4
NJD,FLA,31,29,3,4
PIT,BUF,39,29,3,2
DET,CBJ,34,24,0,3
TBL,WSH,25,36,2,5
STL,EDM,26,32,5,3
VAN,CHI,32,45,4,3
BOS,SJS,26,18,0,2
MTL,NYR,29,35,2,0
COL,ANA,25,29,0,3
BUF,TOR,43,25,6,2
NYI,OTT,38,23,5,3
PHI,DAL,32,31,3,1
CAR,ATL,37,37,4,3
CBJ,EDM,34,26,4,3
NSH,DET,29,35,3,0
PHX,MIN,41,25,1,0
CGY,LAK,35,33,3,4
WSH,PIT,24,22,3,0
MTL,NJD,26,30,1,4
TBL,STL,40,32,4,3
TOR,ATL,32,34,5,4
DET,NYR,35,47,3,2
NSH,EDM,37,22,0,4
CGY,CHI,28,23,3,1
PHX,COL,26,26,3,0
VAN,OTT,30,33,4,2
NJD,CAR,34,22,3,2
NYI,TOR,34,26,3,5
PIT,CBJ,33,25,1,4
WSH,SJS,25,36,0,2
TBL,BUF,34,28,4,7
FLA,STL,31,28,1,2
BOS,MTL,34,33,8,6
DET,NSH,35,30,1,4
CBJ,SJS,44,32,2,3
MIN,COL,24,25,3,2
DAL,PHX,18,35,2,3
CGY,OTT,35,26,5,2
EDM,CHI,24,26,1,4
VAN,ANA,38,24,3,4
TOR,NJD,32,39,1,2
PHI,CAR,25,32,2,1
PIT,LAK,26,33,2,1
MTL,NYI,40,33,3,4
FLA,BUF,26,27,2,3
BOS,DET,26,34,1,6
NJD,SJS,23,32,2,1
NYI,PIT,36,38,9,3
CBJ,COL,32,32,3,1
ATL,NYR,35,29,3,2
STL,MIN,35,27,4,5
DAL,CHI,35,26,4,3
CGY,ANA,25,30,4,5
WSH,LAK,23,28,1,4
EDM,OTT,18,25,3,5
MTL,TOR,39,27,3,0
TBL,CAR,41,34,4,3
NSH,COL,39,18,5,3
PHX,CHI,25,33,3,2
MIN,STL,31,25,3,1
VAN,CGY,33,26,4,2
BUF,NYI,28,26,6,7
NYR,PIT,31,29,5,3
DAL,CBJ,30,39,1,2
ATL,CAR,43,17,2,3
FLA,SJS,22,30,3,2
DET,BOS,36,25,4,2
PHI,LAK,40,25,0,1
EDM,ANA,12,22,0,4
STL,VAN,34,25,3,2
COL,CGY,23,33,1,9
PHX,WSH,18,31,3,2
BOS,TOR,35,28,3,4
MTL,BUF,34,32,2,3
OTT,NYI,31,28,3,4
TBL,PHI,27,29,3,4
NSH,SJS,31,50,1,2
MIN,VAN,29,14,1,4
EDM,DAL,30,25,4,1
BUF,TOR,24,30,1,2
NJD,CAR,22,27,3,2
CBJ,LAK,24,29,3,4
FLA,PHI,35,35,2,4
CHI,MIN,37,34,3,1
COL,PIT,31,36,2,3
CGY,DAL,31,24,4,2
ANA,WSH,21,31,6,7
NYI,BOS,37,34,3,6
NYR,LAK,37,28,4,3
TBL,DET,40,31,2,6
NSH,VAN,26,36,3,1
EDM,MTL,28,37,4,1
PHX,ATL,32,36,4,3
SJS,WSH,28,25,3,2
NJD,NYR,28,16,1,0
CAR,PHI,29,23,3,2
BUF,STL,25,24,0,3
OTT,BOS,34,33,2,4
FLA,DET,32,30,3,4
MIN,ANA,26,30,5,1
CHI,CBJ,40,36,3,4
EDM,ATL,26,31,5,3
TOR,OTT,47,22,0,1
NYI,LAK,23,35,3,0
