home,away,home shots,away shots,home goals,away goals
NSH,WSH,31,29,6,3
MIN,PHI,20,30,3,0
WPG,ARI,30,34,4,1
EDM,VGK,32,24,8,2
LAK,VAN,32,27,2,3
DET,CGY,27,28,8,2
CHI,NYR,43,28,6,3
ANA,BOS,27,42,4,2
TOR,NJD,25,42,1,0
NYI,CAR,36,32,6,4
MTL,ARI,37,32,4,5
OTT,PIT,22,29,1,3
TBL,DAL,28,28,6,1
MIN,NSH,36,30,6,4
WPG,PHI,33,32,3,2
COL,WSH,28,30,6,2
EDM,STL,30,39,1,4
VAN,VGK,21,30,2,5
LAK,BOS,28,30,1,2
SJS,FLA,35,28,0,2
CBJ,NYR,42,36,2,0
DET,BUF,33,20,3,1
PHI,CGY,39,31,4,5
OTT,ARI,32,28,2,3
DAL,EDM,21,30,6,3
WPG,NJD,34,36,5,2
LAK,FLA,20,24,4,0
BUF,CAR,25,33,1,3
MTL,TOR,33,31,0,6
TBL,NYI,39,32,3,5
PIT,CHI,36,38,1,2
WSH,MIN,43,31,3,1
NSH,COL,24,31,5,2
VAN,STL,23,31,3,4
SJS,BOS,37,20,1,3
CAR,NYI,32,29,4,2
DET,COL,24,37,3,4
NYR,OTT,27,20,3,0
VGK,LAK,40,29,4,2
ANA,FLA,28,52,3,2
BUF,CBJ,32,29,2,3
TOR,ARI,28,31,1,4
WSH,CGY,30,39,1,4
NSH,WPG,29,35,5,3
MIN,NJD,36,25,3,4
SJS,ANA,42,30,2,3
PHI,VAN,38,36,2,5
STL,EDM,40,29,8,3
DAL,MTL,29,30,3,1
BUF,MIN,34,32,4,5
DET,EDM,22,28,2,6
FLA,TOR,43,44,2,1
NJD,BOS,42,29,2,3
NYI,PHI,39,38,4,3
PIT,VAN,45,37,2,5
WSH,OTT,25,31,5,2
CAR,NYR,33,27,1,6
CBJ,CGY,41,22,1,0
TBL,CHI,38,31,3,2
NSH,MTL,33,29,3,2
COL,DAL,32,28,3,0
ARI,SJS,27,26,1,3
ANA,VGK,19,49,2,4
LAK,WPG,39,27,1,2
BOS,PIT,33,20,4,3
PHI,NYI,30,37,4,5
MIN,COL,27,30,3,2
ANA,WPG,31,36,1,4
WSH,TBL,38,26,3,1
BUF,EDM,31,30,3,1
NJD,VAN,26,25,3,2
NYR,DET,31,41,2,1
CBJ,OTT,32,26,5,2
CAR,TOR,47,25,4,5
STL,NSH,34,28,0,2
DAL,CGY,41,38,6,4
ARI,LAK,33,25,3,2
VGK,SJS,33,26,5,4
TOR,WSH,29,21,2,4
MTL,BUF,26,36,3,0
OTT,NYI,32,24,1,2
DET,NJD,34,32,3,4
FLA,CHI,38,39,1,4
PIT,TBL,34,35,5,2
STL,MIN,40,25,6,3
ARI,VGK,26,28,2,4
COL,CGY,26,28,2,3
SJS,WPG,34,38,4,0
LAK,ANA,34,26,2,1
CAR,NSH,36,35,4,3
NYR,VAN,20,32,4,3
BOS,EDM,25,36,2,4
NJD,FLA,25,38,2,3
PIT,PHI,52,32,5,4
MTL,CBJ,28,38,3,1
WPG,MIN,28,19,7,2
CHI,ANA,35,29,7,3
BUF,TBL,34,26,0,2
NYI,VAN,36,25,5,2
NYR,FLA,37,27,4,5
PHI,SJS,23,34,1,3
CBJ,CAR,38,31,3,2
DET,LAK,24,36,1,4
NSH,CHI,31,39,3,2
CGY,TOR,20,30,1,4
EDM,ARI,27,31,3,2
VGK,DAL,34,30,0,3
BOS,TBL,36,21,3,2
MTL,OTT,31,28,2,1
STL,ANA,39,30,2,3
COL,WPG,26,33,3,2
WSH,LAK,29,27,2,5
DET,MTL,31,25,3,6
NSH,VAN,32,32,3,5
MIN,VGK,32,31,4,2
CHI,DAL,22,35,3,4
CGY,ARI,44,28,3,0
EDM,TOR,45,37,4,6
BUF,PIT,34,25,0,4
NYI,OTT,37,35,5,6
NYR,CAR,26,33,5,1
CBJ,ANA,31,27,4,2
FLA,SJS,40,32,1,2
STL,LAK,40,28,1,4
WPG,VGK,38,31,7,4
COL,NJD,23,21,1,2
PHI,BOS,28,27,0,3
MIN,STL,25,42,2,1
MTL,DET,34,23,10,1
TBL,SJS,43,27,5,2
PIT,BUF,29,33,5,1
WSH,CBJ,23,35,4,3
VAN,TOR,26,36,2,1
CAR,FLA,47,39,3,2
NSH,ANA,35,35,3,2
ARI,NJD,27,27,5,0
DAL,CHI,35,34,3,2
CGY,EDM,34,33,5,7
CHI,LAK,25,24,1,3
WPG,OTT,49,21,5,0
COL,DAL,27,28,2,7
VGK,ARI,45,33,3,2
WSH,SJS,29,25,4,1
FLA,NYI,43,32,4,5
NSH,BOS,25,40,5,3
CGY,PHI,45,21,2,5
PIT,NYR,44,29,3,4
CBJ,NJD,42,36,1,4
MTL,STL,25,30,3,4
DET,WPG,32,26,5,1
TBL,NYI,34,31,6,2
DAL,NSH,45,32,2,5
COL,BUF,37,35,2,4
VAN,CAR,22,30,3,0
VGK,ANA,43,29,4,3
LAK,MIN,28,21,5,2
TOR,CGY,29,48,2,1
WSH,CHI,25,39,6,2
EDM,PHI,26,33,2,4
ANA,OTT,22,29,3,0
BOS,ARI,32,21,6,1
PIT,NYI,32,26,4,3
MTL,CGY,37,37,2,3
TBL,COL,32,30,5,2
FLA,WPG,36,39,6,4
STL,DAL,27,29,3,0
VAN,PHI,37,26,1,4
LAK,OTT,38,40,4,3
SJS,CAR,33,25,5,4
NJD,CBJ,24,28,3,5
WSH,NYR,40,29,4,2
NSH,VGK,44,39,3,4
CHI,BUF,51,28,3,2
ANA,MIN,28,31,2,3
BOS,NYI,33,31,3,1
MTL,EDM,24,40,2,6
DET,STL,29,22,1,6
TBL,WPG,28,20,4,3
FLA,COL,42,30,3,7
NYR,NJD,39,28,5,2
PIT,TOR,36,25,3,4
CBJ,ARI,34,35,1,0
DAL,VGK,39,39,3,5
CGY,VAN,35,24,4,2
SJS,OTT,50,25,5,0
LAK,CAR,21,34,3,2
TOR,EDM,23,41,1,0
CHI,ARI,37,32,3,1
STL,BUF,45,24,3,2
SJS,MIN,34,24,3,4
NYI,WSH,29,32,3,1
NYR,DAL,25,45,1,2
PIT,COL,40,28,1,2
DET,FLA,35,29,1,2
WPG,VAN,24,26,5,1
ANA,CAR,23,30,3,2
BUF,OTT,25,26,3,2
NJD,LAK,26,17,5,1
PHI,TOR,39,22,4,2
WSH,COL,27,24,5,2
CBJ,EDM,29,38,2,7
STL,TBL,32,25,0,3
MIN,CGY,22,27,2,1
CHI,FLA,28,37,3,2
VGK,CAR,24,37,2,3
OTT,NYR,30,29,3,2
NYI,DAL,34,27,2,5
DET,BOS,33,32,2,3
VAN,NSH,26,48,1,7
BOS,WSH,37,22,3,5
PHI,BUF,27,20,2,1
CBJ,NYI,35,25,6,4
MTL,NJD,36,32,2,1
STL,ANA,30,18,1,3
MIN,TOR,26,28,2,0
WPG,CHI,28,30,1,5
COL,FLA,30,33,2,1
CGY,SJS,34,29,2,3
EDM,NSH,46,23,0,4
ARI,TBL,33,48,1,4
VGK,PIT,26,25,2,1
BUF,CAR,41,34,4,5
NJD,DAL,26,30,5,2
NYR,LAK,28,35,4,2
DET,TOR,29,26,3,1
VAN,SJS,40,37,4,3
MIN,EDM,31,29,2,3
BOS,NYR,35,28,2,3
OTT,MTL,38,28,3,0
NYI,LAK,33,29,4,3
PHI,DAL,30,28,2,1
STL,WPG,30,48,2,0
WSH,ANA,27,30,3,2
CAR,CBJ,24,36,2,1
ARI,PIT,17,33,2,4
COL,TBL,37,31,5,6
CGY,NSH,32,28,0,2
WPG,STL,46,24,4,0
CHI,MIN,46,28,4,1
VAN,CGY,17,38,1,6
VGK,FLA,40,18,5,2
BOS,CBJ,45,18,7,2
NJD,ANA,34,24,5,3
PHI,LAK,37,25,1,4
COL,PIT,37,32,4,2
EDM,SJS,29,21,5,3
TOR,CAR,36,33,8,1
BUF,BOS,36,33,0,3
NYI,DET,37,22,3,6
NYR,ANA,32,40,4,1
OTT,MIN,32,40,4,6
NSH,WPG,34,36,4,6
DAL,WSH,36,28,3,4
ARI,FLA,41,26,2,3
VAN,MTL,39,32,5,7
VGK,TBL,36,38,4,3
CBJ,TOR,37,41,4,2
PHI,DET,31,28,4,3
CGY,STL,33,22,2,1
BOS,WPG,33,38,2,1
NJD,NYR,48,28,4,3
NYI,ANA,26,40,4,5
PIT,CBJ,41,32,3,2
TBL,OTT,38,21,4,3
NSH,CAR,29,32,1,4
DAL,CHI,22,24,4,0
EDM,STL,35,36,3,2
LAK,COL,27,32,2,1
SJS,VAN,32,40,5,4
BUF,PHI,37,35,4,2
FLA,MIN,34,31,4,2
CGY,MTL,23,35,2,3
ARI,WSH,27,17,3,2
BOS,DET,26,31,3,1
NYI,WPG,29,40,5,2
TBL,MIN,31,22,3,0
FLA,OTT,38,38,1,0
NJD,CHI,29,40,4,1
NYR,TOR,32,37,2,3
PIT,ANA,29,23,0,4
CAR,BUF,38,22,4,2
CBJ,PHI,36,31,2,1
EDM,MTL,35,30,4,1
DAL,NSH,28,32,4,3
ARI,COL,34,28,2,6
VGK,WSH,28,26,3,0
VAN,STL,31,34,1,3
SJS,LAK,31,28,2,0
BOS,OTT,23,26,5,1
NJD,DET,32,32,3,1
NYI,BUF,34,37,3,2
NYR,WSH,37,30,1,0
PIT,CBJ,37,33,5,4
CAR,MTL,36,24,3,1
STL,NSH,30,26,1,2
MIN,DAL,31,26,4,2
WPG,EDM,39,25,4,3
COL,ARI,26,27,1,3
ANA,VGK,28,28,1,4
WSH,BOS,34,34,4,3
TBL,MTL,34,32,3,1
FLA,PHI,27,31,3,2
ARI,TOR,34,33,4,7
VAN,CHI,31,32,5,2
LAK,VGK,28,39,2,3
SJS,CGY,32,34,3,2
NJD,BUF,38,29,3,4
OTT,CBJ,28,25,5,4
DET,NYR,35,39,3,2
TBL,PHI,27,38,3,5
CAR,PIT,33,28,2,1
MIN,NSH,38,43,4,2
WPG,NYI,37,44,4,2
DAL,STL,31,37,4,2
COL,TOR,28,34,4,3
EDM,CHI,45,36,3,4
ANA,CGY,41,23,2,1
OTT,BOS,25,34,0,5
FLA,MTL,33,38,2,0
WSH,NJD,35,27,5,2
STL,CAR,29,25,3,2
NSH,MIN,29,29,3,0
VAN,LAK,25,36,3,4
VGK,TOR,31,23,6,3
CBJ,TBL,21,35,0,5
DET,PIT,23,38,4,1
DAL,SJS,32,26,6,0
COL,NYI,48,28,6,1
ANA,ARI,26,25,5,2
CGY,CHI,39,37,4,3
EDM,WPG,35,38,0,5
BUF,NYR,33,42,2,3
TOR,TBL,29,36,0,2
NYI,BOS,26,38,1,5
PHI,PIT,28,25,1,5
CAR,WSH,38,26,4,5
MTL,SJS,31,33,1,4
STL,NJD,29,26,3,2
MIN,FLA,41,26,5,1
DAL,CBJ,22,26,1,2
COL,WPG,26,44,3,2
EDM,LAK,32,33,0,5
VAN,ANA,31,27,0,5
VGK,NSH,31,29,3,0
DET,OTT,35,34,2,1
NYR,CHI,25,35,2,5
BOS,FLA,43,26,2,4
TOR,SJS,28,35,3,2
PHI,NYI,32,31,6,4
PIT,CAR,21,33,0,4
MTL,TBL,38,45,2,1
STL,VGK,39,33,2,1
MIN,BUF,27,31,6,2
DAL,NJD,33,42,4,3
COL,CBJ,32,34,2,0
CGY,LAK,41,31,4,3
EDM,ANA,34,34,2,1
ARI,NSH,25,39,3,2
NYI,PIT,31,38,0,4
OTT,SJS,43,35,6,5
DET,FLA,19,40,4,2
WPG,BUF,29,29,4,3
CHI,VGK,32,43,4,5
PHI,STL,39,31,6,3
DAL,EDM,33,38,5,1
COL,MIN,38,36,7,2
BOS,CAR,30,28,7,1
TOR,VAN,36,36,3,2
OTT,TBL,33,48,6,3
ARI,NYR,39,25,1,2
CGY,ANA,31,29,3,2
LAK,NSH,29,20,3,4
NYI,NJD,38,46,5,4
PHI,BUF,29,31,4,1
WSH,STL,33,34,4,3
CHI,EDM,29,33,4,1
WPG,SJS,30,32,4,1
CBJ,FLA,48,44,3,2
MTL,VAN,45,36,5,2
DET,TBL,36,24,2,5
PIT,BOS,35,25,6,5
VGK,NYR,34,29,2,1
TOR,CBJ,37,33,2,3
BUF,WPG,34,37,4,7
WSH,VAN,36,38,3,1
OTT,CHI,27,43,2,8
TBL,CAR,34,32,5,4
STL,FLA,30,36,4,7
NSH,EDM,24,26,2,1
MIN,CGY,35,29,2,3
TOR,OTT,48,32,3,4
CHI,MIN,35,27,1,2
BUF,CBJ,29,45,3,1
WSH,CAR,28,33,1,3
TBL,CGY,34,24,1,5
CBJ,VAN,29,29,2,5
FLA,CGY,43,29,2,4
CAR,WSH,39,27,3,4
CHI,WPG,27,32,2,1
ARI,EDM,22,27,2,4
NYR,NYI,39,37,2,7
PIT,DET,36,30,4,1
MTL,BOS,30,32,3,4
NJD,PHI,29,25,3,5
MIN,WPG,41,33,4,1
DAL,COL,28,23,1,4
VGK,EDM,36,30,2,3
LAK,ANA,25,22,2,4
SJS,ARI,44,21,6,5
PIT,NYR,47,28,5,2
CAR,CGY,39,30,1,4
CHI,DET,27,26,0,4
MIN,VAN,23,25,2,3
BOS,DAL,32,32,2,3
COL,ANA,29,34,3,1
LAK,SJS,36,33,1,4
MTL,NYI,56,24,4,5
TOR,STL,31,42,1,2
NYI,NJD,26,42,1,4
NYR,PHI,29,26,5,1
DET,DAL,15,26,2,4
NSH,VGK,27,43,1,0
ARI,SJS,32,22,2,3
BOS,MTL,32,22,4,1
ANA,PIT,33,33,5,3
NJD,WSH,32,19,4,3
NYI,BOS,24,34,2,5
NYR,BUF,34,37,4,3
PHI,TOR,37,31,3,2
CBJ,DAL,26,36,2,1
OTT,STL,21,37,1,4
TBL,VGK,29,30,1,4
NSH,ARI,39,29,3,2
COL,SJS,22,48,5,3
LAK,PIT,29,31,1,3
FLA,VGK,26,36,4,3
WSH,MTL,26,26,2,3
ANA,LAK,31,24,2,1
BUF,DAL,27,32,1,7
PHI,NJD,31,29,3,1
COL,NYR,37,28,3,1
CGY,WPG,31,35,1,2
MTL,BOS,25,31,1,4
OTT,TOR,18,33,3,4
DET,CAR,24,30,1,3
STL,ARI,27,44,2,5
NSH,FLA,29,40,4,3
SJS,PIT,36,32,2,1
CHI,NYI,39,46,3,7
MIN,TBL,35,23,5,2
EDM,VAN,35,27,5,2
WSH,PHI,28,23,1,2
CAR,VGK,28,33,1,5
WPG,VAN,36,29,1,0
ANA,SJS,35,26,2,6
LAK,NYR,30,23,4,2
TOR,COL,31,27,2,4
NJD,DET,37,30,0,3
MIN,OTT,36,38,3,1
CHI,TBL,40,31,0,2
CGY,BUF,33,33,1,2
ARI,NYI,33,34,3,2
BOS,NJD,24,39,3,2
PIT,CAR,33,35,3,1
MTL,COL,40,22,4,2
DET,PHI,21,31,2,3
STL,OTT,41,25,3,0
NSH,TBL,33,31,3,4
DAL,FLA,39,34,6,1
EDM,BUF,33,34,0,5
VAN,LAK,35,32,6,2
VGK,CBJ,38,32,6,3
ANA,NYR,31,44,6,3
SJS,WPG,33,23,4,5
CHI,TOR,36,36,2,3
CGY,LAK,31,27,1,2
NJD,NSH,27,27,0,3
PHI,TBL,37,22,1,5
PIT,MIN,39,26,6,3
MTL,CAR,31,29,5,6
OTT,BOS,23,44,2,3
DET,CHI,24,28,1,5
FLA,WSH,34,46,2,4
STL,COL,34,37,3,1
DAL,TOR,40,29,1,4
EDM,CGY,37,37,4,3
ARI,CBJ,39,27,1,2
VAN,BUF,30,26,0,4
VGK,NYI,39,25,1,2
ANA,WPG,39,27,4,3
SJS,NYR,28,29,5,6
BOS,ANA,31,27,1,3
BUF,NJD,28,28,1,3
NYI,FLA,33,40,1,4
PIT,SJS,31,42,5,2
CAR,OTT,39,30,2,1
CBJ,MIN,30,43,2,3
STL,MTL,31,34,3,1
NSH,CHI,43,31,1,2
WPG,TBL,37,24,3,1
DAL,LAK,28,42,0,3
CGY,VGK,33,35,2,4
VAN,COL,26,30,4,3
TOR,NYI,50,28,5,0
DET,SJS,44,31,2,1
WSH,PHI,25,30,5,3
BOS,STL,46,33,3,1
BUF,FLA,32,32,2,4
NJD,PHI,22,25,4,3
NYR,TOR,25,32,0,4
CAR,MTL,30,27,2,0
OTT,ANA,32,31,2,1
NSH,LAK,36,19,5,0
WPG,VGK,28,31,2,3
CGY,TBL,46,31,4,7
EDM,COL,32,31,3,4
ARI,DAL,18,25,1,4
VAN,CHI,21,28,4,2
PIT,WSH,39,33,7,4
CAR,DET,37,38,1,4
CBJ,SJS,29,28,1,3
MIN,VGK,36,24,5,2
MTL,ANA,29,45,5,2
PHI,OTT,36,29,3,4
BOS,TOR,30,24,4,1
BUF,STL,27,33,0,1
FLA,DET,33,28,3,2
NJD,PIT,38,16,3,1
NYI,CBJ,38,49,4,3
WPG,COL,32,25,3,0
NSH,NYR,28,22,5,2
DAL,MIN,38,31,6,1
CGY,CHI,39,28,4,3
VAN,TBL,33,28,2,4
LAK,ARI,35,27,6,0
WSH,VGK,23,31,3,4
MTL,OTT,35,26,4,1
CAR,SJS,30,26,1,3
TOR,ANA,40,44,7,4
NYI,NSH,28,47,4,5
DAL,NYR,41,32,2,1
EDM,TBL,35,34,6,2
BUF,ANA,33,34,3,4
PIT,VGK,38,25,5,4
CAR,PHI,28,30,1,2
CBJ,WSH,39,25,2,3
OTT,NJD,32,33,5,3
DET,BOS,28,31,2,3
FLA,VAN,41,27,3,1
STL,MIN,37,20,2,6
WPG,ARI,23,24,4,3
CHI,CGY,36,23,2,3
COL,SJS,20,39,3,1
TOR,NSH,32,46,3,2
NYR,BOS,22,34,1,6
LAK,EDM,28,27,5,2
BUF,NYI,22,29,4,3
NJD,CGY,32,25,2,3
PHI,MTL,28,28,5,3
OTT,NSH,36,38,4,3
TBL,VAN,36,29,5,2
STL,COL,31,24,6,1
MIN,ARI,28,40,3,4
CHI,DAL,39,30,2,4
SJS,VGK,38,33,3,5
NYI,DET,29,39,7,6
NYR,CGY,36,38,4,3
WSH,CBJ,17,37,4,2
FLA,LAK,36,26,1,3
CAR,VAN,33,22,4,1
WPG,STL,22,27,2,5
DAL,PIT,36,37,4,3
ANA,EDM,34,32,3,2
BOS,BUF,27,28,2,4
TOR,OTT,41,25,6,3
MTL,NSH,49,32,2,3
TBL,LAK,28,47,4,3
CAR,COL,35,30,3,1
CBJ,NJD,50,36,6,1
MIN,CHI,19,44,3,0
ARI,PHI,27,43,3,4
SJS,EDM,30,31,6,4
WSH,DET,27,29,4,5
STL,PIT,34,23,1,4
WPG,NYR,38,28,1,3
DAL,VAN,30,41,0,6
BUF,COL,32,27,4,5
NJD,BOS,38,27,3,5
NYI,CGY,25,42,2,3
VGK,PHI,39,18,1,4
ANA,SJS,27,39,2,3
TOR,TBL,23,34,4,3
EDM,FLA,32,40,5,7
ARI,CHI,22,38,6,1
BOS,CGY,40,30,5,2
BUF,TBL,33,29,5,3
NYI,CBJ,30,51,1,4
PHI,NJD,35,36,4,5
PIT,OTT,28,33,6,3
CAR,LAK,41,30,7,3
DET,ANA,16,33,2,1
NSH,STL,33,31,4,3
MIN,NYR,29,34,3,2
WPG,WSH,44,27,4,3
VGK,CHI,37,31,5,2
SJS,ARI,41,26,1,2
TOR,CBJ,28,57,6,3
COL,MTL,25,44,2,0
VAN,FLA,37,34,3,4
NJD,CAR,22,29,5,2
