home,away,home shots,away shots,home goals,away goals
NYI,EDM,40,29,3,2
PHI,PIT,25,35,1,4
MTL,CBJ,36,33,5,3
OTT,NJD,23,42,5,2
TBL,MIN,30,26,3,1
FLA,BOS,29,40,2,3
CHI,STL,29,28,2,3
NSH,LAK,35,30,1,2
DAL,SJS,31,35,4,3
COL,DET,40,28,2,4
WPG,STL,29,32,4,3
ANA,PHX,39,32,3,2
PIT,VAN,28,39,4,3
OTT,EDM,36,21,1,3
BUF,COL,30,26,2,4
MTL,NSH,29,37,1,2
TBL,BOS,23,22,0,5
FLA,MIN,22,31,2,1
NJD,NYR,19,22,4,0
NYI,CAR,25,23,3,4
WSH,CBJ,39,38,4,1
CHI,TOR,40,20,3,1
PHX,DET,33,33,5,2
SJS,CGY,36,19,6,3
LAK,DAL,34,29,5,2
CBJ,VAN,29,38,3,1
WPG,NSH,39,26,1,3
ANA,DAL,47,36,6,3
DET,SJS,24,27,0,1
PIT,COL,34,14,0,1
LAK,CGY,29,25,2,3
TOR,ANA,23,25,4,2
NYI,VAN,32,33,4,5
CBJ,NJD,24,25,4,1
MTL,EDM,32,32,3,4
FLA,CHI,22,29,2,3
MIN,NSH,29,16,2,0
WPG,WSH,47,32,4,5
PHX,CGY,33,24,4,2
DET,OTT,32,28,1,6
BUF,BOS,16,34,2,5
BOS,SJS,17,39,2,1
NJD,VAN,30,21,2,3
PHI,NYR,27,31,2,1
MTL,ANA,25,32,4,1
TBL,CHI,25,44,6,5
NSH,WPG,33,36,3,2
MIN,CAR,27,28,3,1
DAL,CGY,34,29,5,1
EDM,WSH,31,26,1,4
LAK,PHX,38,28,7,4
PIT,NYI,42,25,3,4
CBJ,TOR,36,25,5,2
OTT,ANA,27,28,1,2
FLA,BUF,45,21,1,3
STL,VAN,24,21,2,3
COL,CAR,34,30,4,2
BOS,NJD,28,32,3,4
TOR,PIT,30,38,4,1
MTL,SJS,22,37,0,2
DET,NYR,34,40,2,3
TBL,BUF,39,22,3,2
NYI,PHI,28,32,2,5
DAL,WPG,36,38,1,2
CHI,MIN,36,25,3,5
NSH,STL,23,30,1,6
PHX,EDM,28,30,5,4
CGY,WSH,33,29,5,2
OTT,SJS,40,29,2,5
FLA,TBL,32,28,3,4
CBJ,ANA,21,32,3,4
COL,WPG,36,25,3,2
LAK,EDM,48,18,2,1
BUF,DAL,25,29,3,4
CAR,PIT,21,29,1,3
NYR,MTL,27,27,0,2
MIN,CHI,30,28,1,5
VAN,WSH,41,19,3,2
NYI,NYR,24,24,2,3
PHI,ANA,28,37,2,3
MTL,DAL,24,27,2,1
NJD,TBL,22,17,2,1
CHI,OTT,40,37,6,5
STL,WPG,33,23,3,2
EDM,TOR,43,26,0,4
PHX,LAK,33,42,3,1
PIT,BOS,31,23,3,2
CGY,TOR,43,22,2,4
VAN,DET,20,27,1,2
LAK,SJS,23,20,4,3
BOS,ANA,23,23,3,2
NYR,BUF,46,29,2,0
PHX,NSH,25,40,5,4
PHI,WSH,30,32,0,7
PIT,CBJ,27,39,4,2
CAR,TBL,31,32,0,3
OTT,NYI,31,57,4,5
FLA,STL,31,23,0,4
MIN,MTL,25,31,4,3
DAL,COL,29,29,2,3
CGY,DET,25,22,3,4
WPG,CHI,27,25,1,5
LAK,NSH,38,17,3,4
BUF,ANA,17,29,3,6
TBL,STL,25,30,4,2
NJD,PHI,14,21,0,1
NYI,BOS,34,27,3,1
NYR,CAR,38,28,5,1
WSH,FLA,23,33,3,2
CBJ,PIT,19,27,0,3
VAN,TOR,47,21,4,0
COL,MTL,31,30,4,1
EDM,DET,14,31,0,5
SJS,PHX,50,30,2,3
OTT,DAL,36,39,3,4
CHI,CGY,44,30,2,3
MIN,NJD,20,19,4,0
NYR,ANA,33,25,1,2
WPG,DET,47,28,4,2
BOS,DAL,36,36,2,3
WSH,NYI,39,36,6,2
CBJ,OTT,33,24,1,4
MTL,STL,27,32,2,3
FLA,EDM,23,27,3,4
CAR,PHI,38,29,2,1
MIN,CGY,24,25,5,1
PHX,VAN,32,33,3,2
SJS,BUF,51,36,4,5
NYR,PIT,25,29,5,1
CHI,WPG,28,25,4,1
COL,NSH,31,28,4,6
ANA,PHX,29,26,5,2
BOS,FLA,30,24,4,1
OTT,MTL,24,34,4,1
PHI,NJD,22,25,0,3
WSH,MIN,27,35,3,2
CAR,NYI,24,21,1,0
CBJ,NYR,34,34,2,4
DET,DAL,29,28,3,4
TBL,EDM,26,40,4,2
STL,CGY,27,20,3,2
LAK,BUF,28,19,2,0
SJS,VAN,24,34,2,4
TOR,NJD,28,35,2,1
WPG,NSH,32,41,5,0
COL,CGY,27,32,4,2
ANA,BUF,46,27,6,2
PHI,EDM,34,26,4,2
OTT,FLA,32,28,3,2
BOS,TOR,34,34,3,1
DET,TBL,27,34,2,3
CAR,MIN,29,30,2,3
CBJ,NYI,29,26,5,2
STL,PIT,32,20,2,1
DAL,CHI,33,31,2,5
PHX,WSH,35,32,4,3
LAK,VAN,32,26,5,1
MTL,NYI,31,26,4,2
NJD,NSH,23,15,5,0
NYR,FLA,29,27,4,3
CHI,EDM,36,23,5,4
WPG,SJS,46,34,5,4
COL,WSH,37,34,4,1
ANA,VAN,23,36,3,1
BOS,TBL,26,28,3,0
BUF,LAK,17,45,3,2
NYI,NSH,33,33,3,1
NYR,NJD,35,28,2,3
WSH,CBJ,34,27,4,3
CAR,COL,28,34,2,1
MTL,TBL,29,45,1,2
OTT,PHI,24,31,0,5
DET,WPG,43,21,2,3
FLA,ANA,25,34,3,2
STL,PHX,39,19,2,3
CGY,SJS,13,35,2,3
MIN,TOR,34,23,2,1
PIT,PHI,31,21,1,2
EDM,DAL,22,26,0,3
BOS,CBJ,31,34,3,2
NYI,LAK,25,24,2,3
TBL,ANA,20,25,5,1
CHI,PHX,52,30,5,4
STL,COL,29,24,7,3
CGY,DAL,28,32,3,7
VAN,SJS,35,30,1,2
BUF,TOR,27,33,3,1
NJD,LAK,26,21,0,2
PIT,NSH,33,18,4,1
CAR,ANA,23,30,3,2
CBJ,MTL,25,40,2,3
OTT,BOS,31,32,4,2
DET,WSH,37,33,3,4
MIN,FLA,20,24,3,2
WPG,PHI,38,34,3,2
EDM,SJS,31,37,1,3
TOR,BUF,22,35,4,2
MTL,NYR,22,34,0,1
NJD,PIT,22,28,4,1
NYI,DET,41,23,5,4
STL,CAR,32,20,4,2
NSH,CHI,30,41,7,2
PHX,TBL,30,30,6,3
COL,FLA,33,33,1,4
CGY,EDM,35,23,2,4
OTT,CBJ,30,22,1,4
WSH,STL,20,47,4,1
NYR,LAK,37,30,0,1
CHI,SJS,27,24,5,1
MIN,WPG,24,22,2,1
VAN,DAL,43,23,1,2
CAR,BOS,24,30,1,4
PIT,ANA,27,28,3,1
WPG,CGY,47,33,4,5
BUF,STL,24,31,1,4
TOR,NYI,24,37,5,2
PHI,OTT,42,34,5,2
MTL,MIN,28,27,6,2
DET,NSH,27,25,0,2
NYR,BOS,44,22,1,2
COL,CHI,23,37,5,1
EDM,CBJ,32,14,7,0
VAN,FLA,29,36,2,3
LAK,TBL,31,21,5,2
OTT,MIN,37,25,3,4
WSH,PIT,18,40,0,4
CGY,CBJ,24,18,1,2
ANA,NJD,25,26,3,4
BOS,STL,31,26,2,3
TOR,NSH,26,28,2,4
PHI,BUF,46,30,4,1
DET,CAR,47,27,4,3
WPG,CHI,25,33,3,6
DAL,NYR,43,27,2,3
PHX,COL,44,30,3,4
EDM,FLA,35,25,4,1
LAK,NJD,35,15,1,2
SJS,TBL,36,37,5,1
PIT,NYI,34,35,4,3
WSH,MTL,27,31,2,3
CGY,FLA,24,26,4,3
VAN,CBJ,35,16,6,2
ANA,TBL,42,31,1,0
BOS,CAR,38,24,3,2
WPG,MIN,39,35,2,3
TOR,WSH,28,50,2,1
MTL,PIT,29,31,3,2
DET,OTT,36,29,2,4
PHI,NYI,30,38,5,2
STL,DAL,25,35,6,1
NSH,NYR,17,34,0,2
PHX,ANA,44,27,2,4
VAN,CHI,37,29,1,2
LAK,COL,19,33,0,1
SJS,NJD,30,19,2,1
BUF,DET,22,34,1,3
CAR,OTT,37,36,4,1
BOS,PIT,24,31,4,3
TOR,CBJ,18,22,0,6
NJD,WPG,26,22,1,3
TBL,NYR,25,37,5,0
FLA,PHI,31,39,3,1
STL,MIN,21,22,3,0
NSH,PHX,29,31,4,2
EDM,CHI,25,27,1,5
VAN,LAK,39,22,2,3
DAL,ANA,33,31,6,3
BUF,MTL,25,31,1,3
NJD,CAR,22,22,3,4
NYI,WPG,30,29,2,3
WSH,OTT,33,41,4,6
CBJ,NSH,19,29,0,4
DET,BOS,28,17,6,1
TBL,PHI,35,21,4,2
FLA,NYR,33,22,2,5
PIT,TOR,48,24,6,5
MIN,PHX,29,26,1,3
COL,STL,26,35,1,4
CGY,CHI,22,30,2,3
SJS,LAK,40,40,3,2
OTT,VAN,39,28,2,5
NSH,EDM,33,28,0,3
BOS,NYR,28,19,3,2
TBL,PIT,21,29,0,3
NYI,DET,29,30,0,5
PHI,WPG,34,26,2,1
ANA,CGY,42,21,5,2
SJS,STL,32,24,6,3
WSH,MTL,26,37,3,2
MIN,COL,28,21,1,3
BUF,TOR,29,24,3,2
CAR,NJD,18,31,2,5
CBJ,EDM,28,27,4,2
DAL,CHI,29,26,1,2
NYR,VAN,24,37,5,2
BOS,CBJ,36,14,3,1
MTL,TOR,39,36,4,2
FLA,PIT,40,22,1,5
NJD,BUF,24,15,1,0
NYI,WSH,39,30,2,3
NSH,PHI,36,24,2,3
PHX,CHI,34,36,2,5
COL,MIN,25,37,3,2
LAK,CGY,22,20,1,2
SJS,ANA,35,31,4,3
CAR,VAN,31,30,2,3
OTT,DET,32,23,2,4
DAL,EDM,45,32,2,3
NYR,WPG,37,30,2,5
MTL,NJD,17,30,3,2
MIN,PHI,21,21,2,0
LAK,STL,23,27,3,2
TOR,SJS,30,41,2,4
NYI,PIT,23,34,2,3
WSH,CAR,27,32,1,4
CBJ,TBL,21,26,1,0
FLA,OTT,32,45,2,4
CHI,DAL,50,18,3,4
NSH,VAN,31,33,1,3
EDM,PHX,33,33,2,6
ANA,LAK,28,51,2,3
NJD,MTL,34,30,3,4
DET,PHI,35,34,3,6
CGY,PHX,18,30,4,1
BUF,NYR,28,31,1,3
TOR,DAL,24,50,3,2
PIT,SJS,30,45,5,1
MTL,BOS,27,33,2,1
TBL,OTT,22,34,3,1
FLA,WPG,26,31,5,2
STL,NYI,26,23,5,1
NSH,CAR,22,23,2,5
MIN,CHI,23,19,4,3
EDM,COL,28,35,8,2
NJD,DET,11,21,1,3
CAR,SJS,35,25,5,3
CBJ,MIN,41,20,4,0
CHI,ANA,25,26,2,3
CGY,COL,28,25,2,3
VAN,PHX,32,39,3,2
BOS,PIT,21,30,3,2
MTL,BUF,19,25,3,2
OTT,TOR,50,31,3,4
DET,FLA,23,37,1,2
TBL,WPG,29,36,1,2
WSH,NSH,33,36,5,2
NYR,NJD,24,24,3,4
STL,ANA,28,23,2,5
DAL,PHI,34,28,5,1
EDM,CGY,31,27,1,2
LAK,NYI,24,16,3,0
MIN,SJS,13,38,3,1
TOR,BOS,32,39,2,5
NYR,WSH,31,36,1,4
CHI,FLA,32,35,6,2
VAN,COL,21,29,3,1
OTT,PHI,34,29,5,4
PIT,CBJ,30,33,2,1
VAN,CAR,26,31,2,0
ANA,NYI,31,37,5,2
BUF,OTT,36,36,2,1
WSH,TBL,31,42,6,5
CBJ,NJD,23,34,5,4
MTL,LAK,31,30,0,6
FLA,DET,27,26,3,2
NYR,NSH,29,26,1,4
WPG,STL,21,20,1,2
DAL,CHI,29,33,2,6
COL,PHX,30,25,1,3
CGY,BOS,27,24,1,2
EDM,CAR,29,28,5,4
SJS,NYI,48,28,2,3
TOR,LAK,39,23,1,3
CHI,PHI,23,30,7,2
ANA,MIN,31,24,2,1
NYR,CBJ,34,27,2,4
PHI,MTL,27,21,2,1
OTT,BUF,32,41,2,1
TBL,DET,27,29,2,1
STL,TOR,36,22,6,3
NSH,DAL,30,34,3,1
WPG,COL,38,26,3,4
CGY,CAR,30,30,2,1
PHX,NYI,37,24,6,3
EDM,BOS,41,31,2,4
SJS,MIN,39,30,3,1
PIT,NJD,23,39,3,2
FLA,WSH,41,25,3,2
VAN,EDM,40,19,4,0
BUF,CGY,27,26,1,2
OTT,LAK,39,26,2,5
WPG,DAL,38,32,4,6
TOR,CHI,32,28,7,3
DET,PIT,29,25,1,4
NJD,TBL,19,33,3,0
NYI,MTL,21,25,0,1
CBJ,STL,33,31,3,4
NSH,SJS,23,38,3,2
PHX,CAR,38,33,1,3
COL,MIN,27,27,1,2
VAN,BOS,30,41,6,2
WSH,PHI,33,28,5,4
DET,TBL,28,27,0,3
MTL,FLA,18,25,1,2
NYR,CGY,32,21,4,3
CHI,LAK,40,22,3,1
ANA,EDM,34,25,3,2
PIT,TOR,31,26,3,1
CBJ,WPG,24,32,2,3
OTT,STL,32,32,3,2
COL,DAL,48,33,6,2
BOS,CGY,31,21,2,0
BUF,WPG,31,27,4,2
TOR,FLA,29,23,1,3
NYI,TBL,34,36,2,3
MTL,PHX,28,27,3,1
DET,ANA,18,30,2,5
PHI,WSH,35,26,5,2
STL,SJS,22,27,2,4
NSH,CHI,28,27,1,3
MIN,VAN,32,31,3,2
DAL,COL,28,27,3,2
LAK,EDM,40,24,3,0
NJD,OTT,33,25,5,2
NYR,PIT,32,32,3,4
BUF,BOS,23,36,4,2
TOR,PHX,27,35,2,1
PHI,CBJ,39,29,5,4
PIT,MIN,36,26,5,2
OTT,FLA,34,35,2,4
DET,CGY,38,22,3,2
TBL,NSH,33,30,4,2
STL,MTL,29,26,5,1
DAL,VAN,26,28,4,1
COL,EDM,39,29,4,2
LAK,SJS,32,32,4,1
NJD,ANA,21,24,2,3
NYR,NYI,24,20,3,5
CAR,WSH,41,29,2,4
CHI,VAN,26,24,2,3
WPG,FLA,32,23,5,2
OTT,PHX,40,38,3,4
LAK,COL,39,25,3,2
BOS,BUF,39,35,4,1
TOR,DET,23,38,4,5
TBL,CAR,50,27,3,2
NYI,ANA,21,31,3,5
PIT,CGY,23,30,4,3
WSH,NJD,22,37,4,5
CBJ,PHI,29,36,6,3
NSH,MTL,34,23,3,4
EDM,STL,23,33,0,6
SJS,DAL,39,46,3,2
NYR,MIN,36,25,4,1
VAN,WPG,25,22,2,1
BUF,PHX,32,37,2,1
NYR,TOR,43,26,2,1
WSH,ANA,19,29,2,3
CAR,CBJ,33,25,3,4
OTT,PIT,29,27,5,0
DET,NYI,23,19,0,3
FLA,TBL,29,36,1,6
PHI,MIN,31,27,4,1
CHI,NJD,37,12,5,2
NSH,BOS,34,33,2,6
CGY,STL,29,35,4,3
EDM,WPG,30,20,6,2
LAK,DAL,32,24,2,5
SJS,COL,45,33,5,4
BOS,OTT,42,33,5,0
TOR,BUF,42,35,4,3
NJD,CBJ,17,30,1,2
WSH,NYR,34,40,3,2
CAR,PIT,34,26,3,4
CHI,COL,37,18,7,2
WPG,MIN,38,29,6,4
DAL,NSH,34,34,4,1
CGY,EDM,27,28,0,2
PHX,SJS,37,32,3,4
OTT,BOS,30,32,4,3
TBL,MTL,24,21,1,2
FLA,DET,33,31,3,4
NYI,NJD,31,25,1,2
STL,CHI,25,32,6,5
NSH,LAK,31,28,3,2
ANA,PHX,41,25,3,2
EDM,PHI,16,38,3,4
BUF,WSH,17,50,2,1
FLA,MTL,25,22,4,1
CBJ,PIT,28,30,3,5
DAL,STL,30,22,2,3
CGY,VAN,18,30,0,2
TOR,CAR,27,43,5,2
TBL,NYR,40,29,3,4
MIN,NYI,37,31,4,5
COL,WPG,34,37,1,2
SJS,ANA,23,31,3,1
OTT,WSH,38,35,3,1
CHI,LAK,30,26,1,0
NSH,DET,29,25,6,4
VAN,PHI,44,27,3,4
NJD,PIT,30,20,2,1
FLA,NYR,22,31,1,2
MIN,STL,25,23,1,2
BOS,NYI,38,31,3,5
CAR,MTL,42,25,5,4
WPG,BUF,26,27,3,0
DAL,LAK,32,25,3,2
COL,CBJ,23,38,5,3
ANA,SJS,38,36,6,3
CGY,PHI,24,21,1,4
PHX,EDM,45,25,4,3
DET,TOR,43,26,2,3
VAN,TBL,30,33,2,4
BOS,NSH,25,35,3,2
NYI,CHI,34,39,3,2
WSH,CAR,41,33,3,4
OTT,WPG,29,35,4,3
STL,LAK,26,30,5,0
MIN,BUF,32,20,4,1
DAL,MTL,32,28,4,6
COL,PHI,31,30,2,1
PHX,CBJ,34,31,0,2
SJS,EDM,36,24,5,1
NJD,CHI,27,24,3,5
PIT,NYR,28,35,5,2
CGY,TBL,19,29,0,2
ANA,EDM,37,18,5,2
BOS,WPG,29,37,4,1
COL,SJS,21,33,4,3
BUF,NJD,22,22,2,1
TOR,NYR,26,50,1,7
MTL,OTT,29,34,3,4
FLA,NSH,29,42,5,4
NYI,CAR,40,30,2,3
STL,CBJ,37,24,6,2
DAL,DET,45,27,1,5
MIN,WSH,11,30,5,3
PHX,PHI,29,28,3,5
LAK,VAN,49,28,3,1
PIT,WPG,39,34,6,5
CAR,NSH,25,32,2,1
CHI,SJS,35,42,2,3
EDM,TBL,26,27,5,3
ANA,VAN,49,20,4,3
NYI,DAL,43,23,7,3
NYR,CBJ,43,39,3,4
MTL,FLA,35,27,2,1
COL,CGY,25,19,3,4
BUF,CAR,18,38,3,2
TOR,NYI,26,25,3,5
NJD,PHI,33,28,2,3
NSH,SJS,28,28,3,2
WPG,TBL,14,33,2,4
PHX,CGY,30,27,6,0
EDM,STL,18,30,2,5
VAN,PIT,26,35,4,5
ANA,BOS,20,32,5,2
LAK,MIN,40,17,1,2
PHI,MTL,27,20,3,1
CHI,NYR,37,32,2,3
COL,OTT,31,32,4,3
BUF,FLA,24,35,1,2
NJD,DAL,34,26,1,0
CAR,TOR,36,26,6,1
TBL,WSH,36,20,3,4
NSH,ANA,26,28,3,4
CGY,STL,33,29,0,5
PHX,MIN,40,29,1,4
LAK,BOS,35,22,4,2
SJS,DET,26,25,4,1
NYR,DAL,34,26,3,2
WSH,TOR,35,34,3,2
CBJ,CAR,24,36,3,0
COL,NYI,31,24,1,2
EDM,PIT,31,28,4,3
VAN,STL,22,31,2,1
PHI,TBL,38,25,3,6
MTL,CHI,38,20,2,1
NJD,FLA,36,30,2,1
NSH,OTT,33,21,1,2
WPG,CBJ,31,26,3,6
MIN,COL,27,18,2,4
PHX,ANA,31,30,3,5
CGY,PIT,28,26,1,2
LAK,DET,45,26,1,3
SJS,BOS,26,22,0,1
WSH,BUF,29,31,1,2
DAL,NYI,31,31,2,4
TOR,NJD,25,38,3,2
NYR,PHI,35,38,4,1
CHI,EDM,41,21,5,3
NSH,MIN,23,23,0,4
ANA,DET,23,22,1,0
CAR,CGY,23,29,0,2
CBJ,TBL,28,28,3,2
WPG,PHX,38,19,5,1
LAK,VAN,20,28,1,0
BOS,TOR,41,26,3,4
NYR,TBL,34,25,1,2
WSH,SJS,36,29,1,2
BUF,PHI,19,33,3,4
MTL,NJD,30,19,1,4
FLA,NYI,26,33,4,2
CHI,COL,48,26,2,3
STL,PHX,18,21,2,1
NSH,CGY,34,24,4,2
MIN,OTT,27,32,0,3
DAL,EDM,30,33,5,2
TOR,BUF,39,30,4,3
PIT,WSH,37,28,4,3
ANA,VAN,44,32,9,1
NYR,DET,48,38,1,0
PHI,NSH,30,37,3,4
OTT,MTL,44,23,4,5
TBL,NYI,30,30,1,2
FLA,SJS,24,39,0,3
STL,LAK,29,31,1,4
MIN,EDM,33,21,4,1
DAL,BOS,34,41,2,4
COL,NJD,38,34,2,1
CGY,WPG,22,23,2,5
PHX,VAN,23,29,1,0
CBJ,WSH,36,27,5,1
CHI,ANA,35,21,4,2
OTT,NYR,30,31,1,4
TBL,SJS,29,32,4,5
WPG,EDM,39,22,3,2
BUF,CBJ,29,35,3,4
TOR,MTL,30,33,5,3
DET,LAK,35,32,3,2
PHI,NYI,32,29,6,4
CAR,FLA,39,39,3,2
STL,ANA,36,21,2,3
NSH,COL,31,29,4,5
PHX,NJD,27,35,3,2
MIN,DAL,19,35,3,2
VAN,CGY,33,33,3,2
CHI,BOS,37,36,3,2
CAR,TBL,51,24,3,5
NYR,WSH,26,25,4,1
BOS,LAK,23,23,3,2
NYI,PHI,43,29,4,3
PIT,FLA,36,28,1,5
DET,STL,23,39,1,4
NSH,DAL,23,36,4,1
PHX,TOR,41,29,2,4
SJS,CGY,27,23,3,2
BUF,FLA,35,22,3,4
NJD,STL,23,27,7,1
NYR,NYI,33,37,3,5
PHI,CAR,24,32,2,3
WSH,OTT,34,26,0,2
CBJ,LAK,34,29,5,3
DAL,MIN,36,18,4,0
COL,TOR,37,31,2,5
EDM,VAN,29,27,1,2
ANA,WPG,42,21,2,3
PIT,MTL,31,24,5,1
DET,CHI,31,35,5,4
CGY,PHX,26,32,3,2
BUF,CAR,29,33,3,5
NYR,STL,35,25,1,2
CBJ,PHI,39,28,5,2
TBL,OTT,38,36,4,3
NYI,PIT,34,29,4,6
MIN,CHI,19,34,2,1
DAL,TOR,28,25,7,1
VAN,NSH,34,26,1,2
ANA,LAK,21,31,2,1
SJS,WPG,32,20,1,0
NJD,WSH,30,31,2,1
CAR,OTT,32,26,6,3
DET,MTL,26,31,4,1
FLA,COL,36,25,2,3
CGY,NSH,31,25,5,4
EDM,PHX,39,29,3,4
NYI,STL,36,35,3,4
PHI,BOS,26,33,1,6
MTL,WSH,21,34,0,5
TBL,COL,29,27,5,2
CBJ,BUF,38,22,2,5
WPG,TOR,32,28,5,4
DAL,PIT,28,24,3,0
LAK,ANA,36,21,0,3
SJS,MIN,32,22,3,2
NJD,NYR,22,26,3,7
DET,FLA,30,37,4,5
CHI,WPG,35,21,1,3
EDM,NSH,27,35,5,1
VAN,PHX,25,33,5,4
NYI,BOS,37,37,3,6
CAR,CBJ,35,24,3,2
PIT,BUF,34,24,3,0
DAL,COL,44,21,3,4
VAN,EDM,27,20,2,4
SJS,LAK,23,21,0,1
BOS,FLA,41,30,6,2
TOR,TBL,26,42,3,2
PHI,DET,28,33,5,0
CBJ,OTT,36,28,2,3
BUF,WSH,27,35,4,5
MTL,CAR,30,36,3,0
STL,NJD,25,23,3,0
WPG,NSH,27,25,3,4
CGY,CHI,29,33,5,4
PHX,LAK,29,30,3,0
ANA,MIN,33,33,2,4
NYI,NYR,31,34,1,2
EDM,SJS,27,59,3,0
VAN,CHI,31,40,2,5
BOS,MTL,35,33,1,4
TOR,FLA,32,38,6,3
CBJ,WSH,29,32,5,2
OTT,TBL,28,38,5,3
DAL,NJD,16,24,2,3
COL,MIN,32,35,5,4
CGY,SJS,30,28,4,1
PHX,BUF,40,28,2,3
ANA,PHI,28,30,5,3
LAK,PIT,31,22,1,4
NYR,NYI,37,39,4,1
CAR,STL,31,28,3,1
DET,WSH,45,29,4,3
NSH,NJD,33,26,3,2
WPG,VAN,34,26,4,3
BOS,EDM,41,22,4,0
MTL,TBL,29,36,1,2
COL,BUF,39,28,7,1
LAK,PHI,35,13,0,2
TOR,OTT,36,26,6,3
CBJ,FLA,30,36,4,1
STL,NSH,34,31,4,3
PHX,PIT,30,24,3,1
CGY,MIN,32,23,4,3
ANA,DAL,26,27,0,2
SJS,CHI,39,30,2,1
WSH,DET,28,30,6,5
MTL,WPG,31,35,1,2
BUF,EDM,44,28,2,3
PIT,OTT,48,25,2,1
DET,VAN,30,24,2,0
NJD,COL,28,25,1,2
ANA,CBJ,36,33,2,4
LAK,CHI,34,30,3,5
SJS,PHI,22,28,2,5
BOS,VAN,32,28,3,1
NYR,COL,43,28,5,1
CAR,WPG,29,27,1,2
MTL,CGY,27,27,2,0
FLA,TOR,48,21,4,1
WSH,NYI,22,28,0,1
STL,OTT,50,31,4,5
MIN,TBL,26,35,2,1
PHX,DAL,28,40,1,3
BUF,PIT,25,34,1,5
ANA,CHI,29,25,0,2
SJS,DAL,21,20,2,1
NYI,CGY,30,22,2,4
NYR,EDM,36,31,1,2
PHI,COL,35,39,3,1
WSH,WPG,30,36,4,2
MTL,VAN,29,44,5,2
OTT,BUF,36,32,3,2
TBL,TOR,34,36,1,4
FLA,DET,24,33,1,3
STL,BOS,27,38,3,2
MIN,NSH,36,18,3,2
LAK,CBJ,20,25,2,1
NJD,EDM,24,20,2,1
PIT,NYR,29,41,3,4
CAR,FLA,32,35,5,1
PHX,CHI,26,30,2,0
SJS,CBJ,47,21,3,2
PHI,CGY,23,33,2,1
STL,WPG,26,31,4,3
BOS,OTT,42,28,7,2
TOR,VAN,24,33,3,1
CAR,MTL,32,24,1,4
TBL,DET,28,33,4,2
NYI,COL,33,26,2,5
WSH,NJD,26,25,3,0
