home,away,home shots,away shots,home goals,away goals
WSH,NJD,26,22,5,1
PHI,WPG,39,37,5,3
EDM,PHX,43,36,3,2
LAK,COL,26,24,4,1
BUF,NYI,35,32,0,4
MTL,NYR,18,17,3,0
OTT,TOR,35,28,3,2
CAR,TBL,34,39,2,5
DET,NSH,27,33,4,0
STL,CBJ,23,20,2,1
DAL,SJS,28,32,3,1
CGY,MIN,27,31,3,1
FLA,BOS,35,32,1,4
NJD,WPG,26,27,2,4
DET,VAN,28,21,8,3
NYI,CAR,25,28,2,4
CHI,CBJ,27,28,1,0
PIT,TBL,22,30,5,3
CGY,PHX,31,28,5,4
ANA,COL,39,23,4,3
PHI,TOR,25,22,2,4
OTT,MTL,24,45,2,1
NSH,DAL,31,24,5,4
CHI,EDM,34,19,3,2
LAK,ANA,25,26,5,2
NYR,WPG,33,32,3,4
WSH,CAR,40,33,3,0
CBJ,DAL,20,39,4,5
NYI,BOS,37,34,1,4
TBL,BUF,31,21,1,2
FLA,PIT,36,34,6,4
MIN,CGY,30,21,2,1
VAN,PHX,31,22,2,4
SJS,COL,41,27,3,2
TOR,MTL,23,40,2,5
PHI,WSH,32,24,4,1
ANA,NSH,28,21,5,1
LAK,DET,29,33,2,1
BOS,OTT,46,31,2,1
NYI,TOR,27,28,4,5
NYR,TBL,42,25,4,1
CAR,PIT,29,27,4,1
FLA,BUF,43,25,3,4
WPG,NJD,21,23,3,1
STL,CHI,21,23,0,3
DAL,EDM,34,38,1,5
COL,CGY,36,23,5,4
PHX,MIN,28,23,3,4
SJS,DET,26,34,1,2
STL,EDM,30,17,4,2
CHI,CBJ,35,22,4,3
ANA,MIN,29,33,3,2
PHI,OTT,41,34,2,1
BOS,TBL,27,22,3,2
BUF,NJD,23,31,4,3
WPG,WSH,35,21,0,3
MTL,PIT,39,36,6,7
CAR,FLA,34,24,6,2
PHX,ANA,37,35,5,4
VAN,LAK,24,30,5,2
SJS,NSH,39,19,2,1
DET,CHI,33,33,1,2
NYI,OTT,35,31,3,2
CBJ,COL,34,19,2,1
DAL,STL,27,26,4,1
FLA,CAR,36,24,2,3
BOS,MTL,34,26,3,4
NYR,BUF,28,30,3,2
MIN,EDM,43,21,4,2
CGY,VAN,25,31,4,2
TOR,NJD,23,30,4,2
PIT,TBL,32,28,4,3
PHX,ANA,40,31,5,4
LAK,NSH,16,19,5,1
NJD,TBL,27,25,2,5
NYI,MTL,24,32,6,3
WSH,BOS,26,33,4,3
CAR,BUF,28,40,4,3
CBJ,EDM,38,29,4,3
NYR,PHI,20,25,4,2
FLA,WPG,26,31,4,1
DET,COL,33,37,2,1
CHI,MIN,32,23,5,3
VAN,SJS,38,30,2,3
LAK,STL,29,14,6,4
TOR,OTT,28,43,5,4
CHI,COL,32,22,3,2
CGY,SJS,26,33,4,1
ANA,PHX,24,18,2,0
BOS,TOR,25,27,4,2
NJD,BUF,33,25,3,2
NYI,NYR,29,37,1,2
PHI,PIT,32,22,4,5
WSH,FLA,26,30,7,1
CAR,MTL,43,28,2,4
CBJ,VAN,27,35,2,1
TBL,WPG,29,28,1,2
DET,EDM,28,22,3,0
PHX,STL,26,30,3,6
LAK,DAL,33,22,2,5
NYR,OTT,35,39,2,3
FLA,WPG,40,28,2,3
NSH,EDM,34,24,6,0
COL,CHI,31,33,6,2
ANA,CGY,24,29,4,0
BOS,PHI,28,23,3,0
NYI,WSH,45,24,5,2
CBJ,DET,24,30,3,0
SJS,STL,25,35,3,4
TOR,PIT,26,41,4,5
CAR,NJD,22,34,6,3
TBL,MTL,23,29,3,4
NSH,MIN,25,29,1,2
PHX,DAL,21,21,2,1
LAK,CGY,24,19,6,2
WSH,NYR,29,30,1,4
DET,CBJ,23,21,2,3
FLA,MTL,17,38,2,5
NJD,WPG,27,25,3,2
PIT,NYI,28,24,6,1
CHI,EDM,37,25,5,6
PHI,BUF,28,20,3,2
MIN,VAN,32,27,4,2
COL,SJS,42,38,3,2
ANA,STL,22,31,4,2
OTT,BOS,32,35,2,3
LAK,CGY,22,24,3,1
BUF,NYR,22,33,3,1
WSH,CAR,26,36,0,4
CBJ,VAN,27,38,1,2
PIT,BOS,34,16,3,2
FLA,TBL,39,13,2,3
WPG,TOR,34,26,5,2
STL,SJS,21,41,4,2
MIN,ANA,31,21,1,2
DAL,NSH,32,21,0,4
COL,EDM,35,32,0,4
PHX,LAK,29,33,5,2
MTL,OTT,45,32,4,3
NJD,PHI,32,25,5,2
CGY,DET,22,38,5,2
BOS,FLA,32,30,4,1
TOR,PIT,29,28,1,3
CAR,WSH,38,25,2,3
CBJ,CHI,30,40,1,2
TBL,NYI,18,29,0,2
WPG,NYR,33,29,3,1
STL,PHX,30,28,3,0
MIN,COL,40,32,5,3
DAL,ANA,34,30,1,2
VAN,NSH,22,33,7,4
SJS,LAK,26,37,4,3
PHI,NJD,22,28,2,1
CGY,NSH,22,20,6,3
EDM,DET,32,29,2,3
BOS,WSH,38,33,4,1
PIT,NYR,27,23,3,0
BUF,OTT,36,34,3,4
COL,MIN,32,28,4,6
TOR,WPG,32,33,4,5
NJD,MTL,33,22,1,2
TBL,CAR,26,22,4,1
CBJ,PHX,23,39,1,0
FLA,NYI,30,25,3,4
STL,ANA,21,28,2,1
DAL,CHI,19,34,1,8
VAN,DET,35,26,2,5
LAK,SJS,24,22,5,2
PIT,BOS,18,32,2,1
OTT,WPG,42,26,4,1
WSH,BUF,25,30,5,3
EDM,NSH,21,31,3,2
NYR,CAR,36,30,2,1
TBL,PHI,27,30,4,2
DAL,CGY,24,19,4,3
COL,CHI,19,32,2,5
VAN,MIN,36,25,1,3
ANA,SJS,28,35,5,3
LAK,PHX,29,27,4,0
NJD,NYR,31,22,2,3
NYI,OTT,29,23,3,5
CAR,FLA,34,44,1,4
CBJ,NSH,31,35,4,3
MTL,BUF,34,21,2,3
PIT,WSH,36,29,2,1
WPG,BOS,25,28,3,1
VAN,STL,19,34,3,2
LAK,PHX,29,42,3,2
TOR,TBL,26,28,4,2
DET,MIN,38,19,2,4
COL,DAL,34,32,4,3
EDM,SJS,27,34,3,4
ANA,CHI,26,24,4,2
BUF,TOR,36,34,5,4
NYI,MTL,27,29,2,5
NYR,FLA,45,24,1,3
CAR,NJD,18,23,1,4
OTT,BOS,28,29,1,2
WPG,WSH,20,25,0,4
NSH,CGY,23,22,5,3
PHX,VAN,34,32,1,2
LAK,DAL,40,21,0,2
NYI,PIT,35,25,2,4
CBJ,CGY,28,25,5,1
WPG,WSH,31,24,1,6
ANA,DET,34,23,1,5
OTT,TBL,32,32,5,3
MIN,SJS,24,33,2,0
LAK,VAN,20,13,0,1
TOR,BOS,13,33,3,2
MTL,BUF,39,18,1,2
NJD,FLA,25,18,2,1
NSH,CBJ,24,23,5,2
DAL,COL,31,35,5,2
EDM,STL,19,25,0,3
NYI,FLA,37,26,3,0
PIT,PHI,35,28,2,1
NYR,WSH,32,24,2,3
WPG,TBL,24,25,3,2
COL,VAN,28,30,2,3
CGY,STL,17,38,3,2
ANA,DET,34,21,1,2
BOS,TOR,29,25,3,2
OTT,NJD,14,34,3,2
CHI,LAK,25,36,4,5
NSH,EDM,26,26,3,2
DAL,MIN,26,42,4,7
PHX,DET,30,35,2,3
ANA,SJS,27,39,3,5
TOR,FLA,31,42,3,2
PIT,MTL,25,37,1,0
WSH,NYI,22,31,2,3
CAR,WPG,39,36,1,4
PHI,NYR,34,31,2,5
TBL,BUF,25,14,2,1
STL,EDM,43,19,0,3
CHI,CGY,35,16,2,0
VAN,CBJ,34,17,1,0
BOS,MTL,41,28,5,6
MIN,PHX,37,27,4,3
CGY,COL,27,30,4,3
SJS,ANA,29,22,4,0
TOR,CAR,36,22,6,3
PHI,NYI,36,36,3,4
PIT,WPG,43,20,4,0
OTT,NYR,29,24,3,0
FLA,BUF,40,40,5,4
STL,LAK,22,40,2,4
NSH,PHX,38,29,4,7
EDM,CBJ,25,30,6,4
VAN,COL,20,33,4,1
SJS,DET,24,27,2,0
TBL,NJD,25,25,5,4
CHI,ANA,26,24,1,2
DAL,MIN,33,33,5,3
CGY,CBJ,33,25,4,6
PHI,BOS,22,34,3,1
PIT,NYI,27,35,2,0
WPG,CAR,35,28,1,3
COL,NSH,24,34,1,0
MIN,LAK,28,31,4,3
BUF,WSH,23,38,3,4
MTL,NYR,26,34,3,0
OTT,TOR,31,23,0,4
FLA,NJD,30,26,3,2
EDM,VAN,24,23,4,0
SJS,PHX,34,29,3,2
DET,CHI,34,26,1,7
CBJ,ANA,18,30,2,1
BUF,BOS,26,31,0,2
DAL,LAK,15,40,2,3
PHI,WSH,34,29,5,4
NJD,NYI,25,21,1,3
NYR,WPG,35,28,4,2
MTL,CAR,29,19,4,1
DET,COL,20,24,3,2
MIN,STL,25,24,1,4
CHI,NSH,40,27,3,2
DAL,ANA,26,30,0,4
EDM,CGY,20,34,4,1
SJS,VAN,35,25,3,2
BOS,OTT,50,47,3,2
NYI,WPG,39,25,5,2
CAR,WSH,34,19,3,5
PIT,BUF,20,29,1,4
TBL,FLA,41,25,2,3
NSH,COL,38,26,3,1
PHX,LAK,31,40,3,1
NYR,PIT,39,27,6,1
PHI,MTL,34,17,5,3
CGY,EDM,21,39,2,8
ANA,DAL,27,25,5,2
SJS,MIN,33,33,4,2
BOS,NJD,26,40,1,0
TOR,PHI,28,31,3,5
WSH,NYI,22,36,2,1
CAR,TBL,45,30,0,5
MTL,WPG,24,34,4,1
NSH,CBJ,39,38,1,3
CHI,STL,36,22,3,4
VAN,EDM,28,23,4,0
PHX,DET,38,36,4,2
LAK,MIN,14,23,3,0
BUF,OTT,30,37,4,2
PIT,NYR,27,35,2,1
STL,CBJ,19,27,3,1
COL,DET,35,31,2,3
ANA,DAL,28,25,1,3
SJS,CGY,41,24,2,1
WPG,PHI,25,31,4,1
NSH,CHI,20,30,0,1
LAK,EDM,39,24,4,1
MTL,BOS,29,27,2,1
NJD,TOR,28,18,1,2
NYI,TBL,28,21,4,2
CAR,NYR,49,39,1,4
FLA,WSH,30,31,3,4
PHX,COL,28,24,4,0
VAN,CGY,22,38,5,2
DET,STL,28,25,0,1
SJS,DAL,36,34,4,5
FLA,OTT,17,41,2,1
CBJ,MIN,24,24,0,3
WSH,TBL,38,30,4,2
CHI,NSH,40,22,5,3
BUF,NJD,26,39,3,2
ANA,LAK,22,38,4,3
BOS,CAR,36,42,6,2
TOR,NYR,28,34,4,3
COL,CGY,40,34,1,3
VAN,PHX,42,19,2,0
ANA,EDM,38,28,2,1
NYI,PHI,32,27,4,1
CAR,PIT,28,33,3,5
CBJ,SJS,30,30,4,0
MTL,WSH,29,27,2,3
TBL,OTT,24,33,3,2
WPG,BUF,30,30,4,1
NSH,STL,15,26,0,1
MIN,CHI,20,31,0,1
DAL,LAK,31,30,5,1
NJD,BOS,28,18,4,5
NYR,TOR,28,25,3,2
CGY,VAN,41,29,1,4
EDM,PHX,30,32,1,3
ANA,COL,22,28,1,4
BOS,NYI,31,36,1,2
BUF,MTL,15,42,1,5
PHI,OTT,25,34,1,3
WSH,CAR,31,44,3,1
TBL,PIT,19,41,3,6
DET,SJS,29,30,2,3
WPG,FLA,35,27,7,2
MIN,STL,23,20,0,2
LAK,COL,37,28,3,2
NJD,OTT,33,11,0,2
CBJ,STL,19,32,4,1
NSH,DAL,28,18,2,5
CHI,DET,28,29,3,2
CGY,PHX,25,31,3,2
BUF,PHI,21,29,1,0
COL,VAN,26,27,4,3
TOR,MTL,28,37,5,1
NYI,NYR,29,20,0,1
WSH,TBL,38,40,6,5
CAR,BOS,38,30,4,2
FLA,PIT,26,22,1,3
MIN,CBJ,41,22,2,3
DAL,SJS,19,32,2,1
EDM,CGY,29,38,1,4
LAK,ANA,18,20,2,1
STL,CHI,30,26,0,2
BUF,TBL,22,33,3,1
NSH,DET,22,32,0,3
BOS,OTT,36,22,2,4
TOR,NJD,13,32,2,0
MTL,PHI,28,33,3,7
CHI,DAL,28,18,5,2
NSH,VAN,38,24,2,5
COL,CBJ,32,30,3,4
CGY,MIN,23,27,3,4
PHX,SJS,35,41,0,4
NYI,FLA,31,28,5,2
WSH,TOR,37,30,5,1
OTT,CAR,34,34,3,2
PHI,NYR,22,40,4,2
WPG,TBL,36,27,4,3
STL,VAN,36,22,2,1
EDM,MIN,19,30,3,5
SJS,LAK,35,43,3,2
PIT,MTL,29,35,6,4
BOS,BUF,43,32,2,3
CGY,DET,17,38,3,2
ANA,CBJ,28,28,2,3
TOR,NYI,21,38,3,5
NYR,FLA,30,35,6,1
MTL,TBL,35,34,3,2
OTT,WSH,38,19,3,1
PHI,NJD,23,31,0,3
WPG,CAR,31,27,4,3
STL,PHX,30,34,2,1
DAL,VAN,30,38,5,1
LAK,CBJ,23,21,2,1
SJS,MIN,29,28,6,1
BOS,PIT,40,24,2,3
BUF,NYR,28,29,4,8
STL,DAL,20,22,2,1
CHI,NSH,30,27,5,4
COL,EDM,34,24,1,4
CGY,ANA,31,33,3,1
NJD,FLA,33,13,6,2
WPG,NYI,28,33,4,5
MTL,WSH,36,25,1,5
OTT,TOR,50,22,1,4
PIT,BUF,42,33,2,4
CAR,PHI,29,38,3,5
CHI,PHX,38,31,2,3
VAN,DET,14,34,2,1
BOS,FLA,39,28,3,0
TBL,CAR,37,28,2,3
MIN,CGY,35,24,1,4
NYR,NJD,22,27,4,1
COL,STL,31,32,5,3
EDM,ANA,28,30,1,3
SJS,CBJ,35,22,3,4
LAK,DAL,31,27,4,3
BUF,WPG,25,39,1,2
OTT,PIT,35,24,1,3
DET,PHX,23,34,4,0
EDM,ANA,24,28,0,3
VAN,CHI,32,25,3,1
NJD,MTL,24,21,3,2
WSH,WPG,41,27,5,3
CAR,NYI,32,39,4,3
PHI,BOS,30,41,5,2
FLA,NYR,16,38,3,2
STL,COL,34,18,3,1
NSH,CGY,32,18,4,3
MIN,LAK,25,23,2,1
SJS,DAL,37,26,3,2
TBL,TOR,26,28,5,2
DET,LAK,36,24,3,1
EDM,CHI,22,30,1,4
PHX,SJS,32,34,2,1
PHI,NYI,30,22,2,1
WSH,OTT,20,41,1,2
CAR,NYR,21,38,3,4
NJD,PIT,32,18,3,2
FLA,TOR,34,17,0,4
DET,NSH,38,22,5,2
WPG,MTL,25,30,2,4
STL,CGY,20,19,4,1
DAL,CBJ,32,35,1,3
VAN,ANA,29,30,1,3
BUF,NYI,22,31,2,1
MIN,EDM,39,17,1,6
CHI,CGY,38,26,3,1
PHX,COL,37,28,4,5
TOR,MTL,17,28,1,4
OTT,PHI,44,25,1,2
PIT,CAR,35,30,8,3
WSH,BOS,37,34,3,2
TBL,FLA,31,32,3,5
CBJ,NSH,47,20,3,1
NYR,NJD,21,20,4,0
COL,MIN,30,33,1,3
STL,CHI,28,23,3,1
DAL,DET,17,37,0,3
EDM,VAN,37,30,7,2
ANA,PHX,46,31,3,5
LAK,SJS,27,25,3,2
